species,ANI26401,ANG65538,SBO07726,YP_009253942,YP_009252254,ANB43610,AKT72642,AIJ28621,NP_733857,NP_064160,AAF80111,AAF16520,AAC58687,AAB66388,AMO64740,AKZ18144,YP_009230161,YP_009229846,YP_009227263,AMB66138,AMB65994,AMB16939,AMB15810,ALX81095,YP_438136,AJT58581,AJG04899,ALB06101,ALB06099,YP_009176907,YP_009173887,ALF03278,YP_009179299,AJG42938,AGG16071,Q2HRD0,YP_009137478,AIL27699,YP_004936030,AKP92777,AKE44231,Q69025,Q6UDK1,O36363,P52367,P24907,BAP00709,YP_009118399,AIA82756,YP_073778,AJE29648,AJD79498,AIN81109,AIN81107,AIA09524,YP_009054933,AIQ80750,YP_009052018,YP_004940227,YP_009041990,YP_009044396,AHH02047,AHM96371,YP_009011017,AGY30688,AHA93360,YP_004940081,NP_047983,CCE57390,AFM85236,AFM85234,AFK85012,AFK85010,YP_004207849,YP_003933809,YP_003662494,YP_182359,YP_164473,NP_077443,NP_073324,NP_066862,AFK83885,ABH05845,AEW46233,AEM72555,AEI00235,AEA39187,ADY80543,AAM89282,AAM89279,ADY05325,ADY05323,ADY05321,ADY05320,ADY05319,ADY05318,ADY05317,ADY05314,ADY05311,AAM89278,ADK70918,AAN35123,ADM52140,BAI22795,AAM62282,ADE62355,ABN49965,ABN49966,ABN49957,ABO40787,ABO40783,ABO40780,ABO40775,AAG13396,AAD55134,ACX70157,AAO12315,AAK00812,AAT79466,BAH57334,AAP42119,AAP42117,ABI21851,AAS75147,AAO46908,AAO46905,AAD30142,AAO46907,ABI21852,ABU52901,ABU52899,AAC57976,ABV03816,ABV03812,ABV03810,AAN35124,ABH05847,ABH05841,ABH08758,ABH08757,AAW55994,AAW55992,CAB61753
ABO40787,0.653997,0.730013,0.750983,0.617300,0.735256,0.707733,0.487549,0.727392,0.657929,0.382700,0.640891,0.711664,0.676278,0.681520,0.500655,0.574050,0.736566,0.688073,0.752294,0.745740,0.744430,0.732634,0.733945,0.719528,0.719528,0.727392,0.736566,0.715847,0.720930,0.716907,0.731324,0.653997,0.639581,0.710354,0.631717,0.676278,0.504587,0.743119,0.499345,0.668464,0.093054,0.519004,0.712975,0.707733,0.698558,0.688073,0.736566,0.694626,0.686763,0.598952,0.678899,0.698558,0.584535,0.595020,0.743119,0.730013,0.740498,0.631717,0.483617,0.699869,0.705111,0.694595,0.737877,0.747051,0.697248,0.710354,0.491481,0.682831,0.327654,0.702490,0.680210,0.525557,0.572739,0.668414,0.741809,0.732634,0.716907,0.716907,0.736566,0.723460,0.745740,0.504587,0.688073,0.480996,0.639581,0.730013,0.676630,0.721925,0.503294,0.459170,0.653795,0.643048,0.649733,0.655957,0.651596,0.657790,0.649800,0.656458,0.676278,0.663551,0.627785,0.664879,0.744430,0.505898,0.735256,0.325033,0.734478,0.665344,0.677588,0.000000,0.110092,0.528090,0.484928,0.665793,0.732634,0.671979,0.718218,0.684142,0.733945,0.693440,0.672131,0.657143,0.672530,0.692005,0.702156,0.662234,0.672346,0.683715,0.703504,0.690695,0.665772,0.706422,0.503285,0.656458,0.686587,0.675532,0.720839,0.669725,0.713900,0.668456,0.671562,0.671543,0.631667
ABO40783,0.651376,0.728702,0.756225,0.614679,0.745740,0.712975,0.487549,0.745740,0.657929,0.373526,0.608126,0.709043,0.681520,0.733945,0.513761,0.584535,0.731324,0.697248,0.744430,0.748362,0.750983,0.724771,0.736566,0.733945,0.685452,0.731324,0.739187,0.717213,0.718194,0.716907,0.730013,0.652687,0.640891,0.715596,0.631717,0.678899,0.499345,0.749672,0.501966,0.673854,0.125819,0.508519,0.722149,0.709043,0.697248,0.689384,0.750983,0.695937,0.693316,0.598952,0.686763,0.705111,0.588467,0.598952,0.748362,0.736566,0.737877,0.636959,0.491481,0.695937,0.678899,0.689189,0.745740,0.753604,0.689384,0.705111,0.500655,0.682831,0.331586,0.706422,0.688073,0.520315,0.580603,0.726081,0.739187,0.732634,0.716907,0.743119,0.723460,0.727392,0.747051,0.508519,0.695937,0.491481,0.642202,0.731324,0.717391,0.711230,0.501976,0.461847,0.652463,0.644385,0.644385,0.655957,0.656915,0.653795,0.651132,0.655126,0.671035,0.660881,0.631717,0.663539,0.749672,0.509830,0.726081,0.315858,0.727873,0.660053,0.733945,0.110092,0.000000,0.523876,0.488860,0.677588,0.743119,0.670651,0.706422,0.689384,0.736566,0.698795,0.676230,0.650340,0.668471,0.686763,0.710243,0.663564,0.673657,0.707941,0.694070,0.692005,0.663087,0.694626,0.513798,0.653795,0.673307,0.671543,0.694626,0.682831,0.704453,0.673826,0.674232,0.672872,0.631667
ABO40780,0.685393,0.748596,0.758427,0.588483,0.747191,0.714888,0.550562,0.723315,0.682584,0.557584,0.603933,0.685393,0.660112,0.660112,0.571629,0.582865,0.716292,0.679775,0.758427,0.741573,0.741573,0.740169,0.737360,0.741573,0.665730,0.738764,0.757022,0.681180,0.691011,0.710674,0.693820,0.682584,0.651685,0.689607,0.640449,0.654494,0.553371,0.742978,0.544944,0.669944,0.535112,0.511236,0.700843,0.668539,0.672753,0.658708,0.755618,0.675562,0.668539,0.591292,0.661517,0.689607,0.594101,0.598315,0.757022,0.740169,0.727528,0.639045,0.525281,0.678371,0.669944,0.664326,0.750000,0.741573,0.661517,0.720506,0.516854,0.650281,0.530899,0.676966,0.662921,0.526685,0.556180,0.660112,0.721910,0.744382,0.721910,0.754213,0.707865,0.744382,0.755618,0.526685,0.658708,0.509831,0.633427,0.750000,0.667135,0.681180,0.543539,0.539326,0.688202,0.681180,0.668539,0.675562,0.671348,0.685393,0.685393,0.671348,0.681180,0.664326,0.632022,0.667135,0.741573,0.519663,0.695225,0.515449,0.665730,0.667135,0.667135,0.528090,0.523876,0.000000,0.568820,0.674157,0.720506,0.646067,0.672753,0.665730,0.734551,0.644663,0.682584,0.679775,0.661517,0.668539,0.664326,0.655899,0.661517,0.665730,0.668539,0.662921,0.674157,0.660112,0.549157,0.683989,0.660112,0.657303,0.640449,0.660112,0.662921,0.668539,0.661517,0.665730,0.633333
ABO40775,0.714286,0.755411,0.751082,0.729437,0.760823,0.741342,0.636364,0.765152,0.739177,0.597403,0.722944,0.732684,0.765152,0.746753,0.586580,0.692641,0.743506,0.746753,0.770563,0.759740,0.757576,0.741342,0.739177,0.772727,0.784632,0.744589,0.756494,0.719945,0.741450,0.754329,0.800866,0.713203,0.691558,0.791126,0.707792,0.716450,0.635281,0.755411,0.636364,0.733154,0.584416,0.626623,0.752165,0.784632,0.731602,0.798701,0.760823,0.724026,0.748918,0.711039,0.766234,0.725108,0.714286,0.713203,0.741342,0.731602,0.717532,0.705628,0.636364,0.782468,0.788961,0.695946,0.742424,0.755411,0.717532,0.739177,0.629870,0.794372,0.579004,0.787879,0.800866,0.626623,0.681818,0.739177,0.732684,0.711039,0.747835,0.743506,0.770563,0.768398,0.784632,0.629870,0.707190,0.632035,0.676683,0.767316,0.673913,0.745989,0.557312,0.532798,0.724368,0.723262,0.672460,0.716198,0.726064,0.657790,0.720373,0.652463,0.678616,0.656876,0.673835,0.675603,0.757576,0.609307,0.770563,0.506477,0.689564,0.742063,0.694915,0.484928,0.488860,0.568820,0.000000,0.751561,0.754329,0.658699,0.745671,0.790043,0.744589,0.741633,0.744536,0.638095,0.738836,0.675949,0.679245,0.706117,0.678899,0.733513,0.669811,0.761290,0.683221,0.717532,0.554534,0.652463,0.671979,0.712766,0.683246,0.659269,0.732794,0.655034,0.746328,0.735372,0.665000
AAG13396,0.515605,0.705368,0.725343,0.675406,0.714107,0.709114,0.632959,0.717853,0.515605,0.665418,0.666667,0.408240,0.495630,0.510612,0.702871,0.671660,0.722846,0.479401,0.724095,0.719101,0.721598,0.714107,0.719101,0.714107,0.172285,0.729089,0.737828,0.508197,0.503420,0.679151,0.511860,0.510612,0.639201,0.499376,0.655431,0.454432,0.644195,0.719101,0.652934,0.180593,0.655431,0.654182,0.727840,0.263421,0.468165,0.475655,0.725343,0.461923,0.450687,0.672909,0.493134,0.676654,0.676654,0.671660,0.725343,0.720350,0.711610,0.657928,0.641698,0.334582,0.255930,0.509459,0.725343,0.720350,0.470662,0.690387,0.651685,0.484395,0.650437,0.454432,0.470662,0.701623,0.652934,0.516854,0.717853,0.712859,0.741573,0.726592,0.720350,0.715356,0.722846,0.652934,0.488889,0.645443,0.660424,0.725343,0.457880,0.372995,0.670619,0.651941,0.540613,0.524064,0.521390,0.530120,0.534574,0.535286,0.531292,0.531292,0.568040,0.518024,0.657928,0.495979,0.719101,0.721598,0.528090,0.682642,0.521797,0.543651,0.526728,0.665793,0.677588,0.674157,0.751561,0.000000,0.720350,0.482072,0.401998,0.454432,0.717853,0.449799,0.482240,0.406803,0.514208,0.507595,0.467655,0.466755,0.503277,0.458950,0.463612,0.543226,0.534228,0.469413,0.660972,0.535286,0.507304,0.466755,0.484293,0.498695,0.518219,0.500671,0.535381,0.517287,0.441667
AAD55134,0.722167,0.528631,0.327002,0.752964,0.538592,0.576007,0.729469,0.493300,0.726378,0.735720,0.749752,0.733068,0.719921,0.737098,0.776218,0.741107,0.278992,0.737000,0.402147,0.383154,0.337737,0.472337,0.463254,0.540875,0.719439,0.548307,0.524046,0.748634,0.753762,0.552120,0.743744,0.721182,0.758303,0.737475,0.762178,0.717391,0.729808,0.329431,0.726133,0.731806,0.735632,0.733214,0.556892,0.740741,0.719246,0.725471,0.355078,0.727630,0.728358,0.744324,0.722606,0.583413,0.752720,0.751234,0.322874,0.486375,0.496284,0.749274,0.717773,0.724173,0.738739,0.754054,0.325351,0.329480,0.716683,0.639444,0.722276,0.726462,0.736794,0.737103,0.728457,0.725243,0.729783,0.736016,0.364988,0.494633,0.583913,0.328654,0.529863,0.502075,0.571429,0.713228,0.694118,0.724609,0.721154,0.502064,0.718750,0.736631,0.735178,0.720214,0.743009,0.740642,0.747326,0.728246,0.744681,0.733688,0.744341,0.736352,0.757726,0.735648,0.714456,0.741287,0.327002,0.699393,0.732932,0.738342,0.742404,0.740741,0.749674,0.732634,0.743119,0.720506,0.754329,0.720350,0.000000,0.742364,0.708292,0.730348,0.555739,0.688086,0.737705,0.727891,0.753721,0.727848,0.737197,0.724734,0.741809,0.742934,0.745283,0.752258,0.724832,0.726555,0.721419,0.736352,0.729084,0.724734,0.695026,0.731070,0.750337,0.736913,0.743658,0.736702,0.681667
ACX70157,0.516600,0.733068,0.714475,0.665339,0.742364,0.722444,0.654714,0.751660,0.525896,0.682603,0.667995,0.472776,0.366534,0.471448,0.665339,0.666667,0.743692,0.447543,0.754316,0.735724,0.734396,0.733068,0.705179,0.747676,0.484728,0.742364,0.725100,0.486339,0.526676,0.661355,0.491368,0.520584,0.658699,0.491368,0.661355,0.249668,0.650730,0.727756,0.653386,0.487871,0.667995,0.664011,0.727756,0.486056,0.440903,0.430279,0.746348,0.448871,0.419655,0.665339,0.370518,0.689243,0.666667,0.669323,0.715803,0.738380,0.723772,0.666667,0.661355,0.498008,0.486056,0.452703,0.742364,0.734396,0.289509,0.674635,0.658699,0.432935,0.661355,0.418327,0.431607,0.669323,0.654714,0.487384,0.711819,0.723772,0.738380,0.741036,0.739708,0.750332,0.747676,0.670651,0.434263,0.664011,0.660027,0.733068,0.419837,0.508021,0.649402,0.646586,0.531292,0.513369,0.508021,0.514056,0.518617,0.517976,0.512650,0.509987,0.517928,0.512684,0.666667,0.449062,0.734396,0.665339,0.492696,0.671979,0.470120,0.494024,0.468792,0.671979,0.670651,0.646067,0.658699,0.482072,0.742364,0.000000,0.483400,0.416999,0.733068,0.487282,0.441257,0.450340,0.469553,0.447543,0.401617,0.256649,0.464807,0.415882,0.420485,0.488712,0.500671,0.286853,0.661355,0.521971,0.373174,0.239362,0.434263,0.432935,0.480432,0.448322,0.496662,0.488032,0.228333
AAO12315,0.516484,0.711289,0.704296,0.664336,0.710290,0.719281,0.658342,0.726274,0.534466,0.677323,0.669331,0.204795,0.460539,0.511489,0.745255,0.659341,0.723277,0.452000,0.729271,0.708292,0.709291,0.708292,0.708292,0.722278,0.400802,0.737263,0.731269,0.545082,0.554036,0.692308,0.524525,0.513487,0.675325,0.488978,0.666334,0.453546,0.707293,0.722278,0.707293,0.419137,0.686314,0.663337,0.725275,0.390609,0.453546,0.440559,0.717283,0.450549,0.458541,0.665335,0.467532,0.701299,0.669331,0.664336,0.727273,0.722278,0.726274,0.662338,0.652348,0.355065,0.388388,0.504054,0.724276,0.720280,0.459540,0.710290,0.654346,0.446553,0.705295,0.457542,0.434870,0.670330,0.655345,0.523477,0.727273,0.717283,0.751249,0.714286,0.723277,0.726274,0.727273,0.710290,0.494118,0.656344,0.677885,0.730270,0.461957,0.422460,0.679842,0.677376,0.543276,0.540107,0.538770,0.539491,0.541223,0.541944,0.539281,0.540613,0.579728,0.539386,0.669056,0.510724,0.707293,0.722672,0.505020,0.685233,0.525760,0.555556,0.530639,0.718218,0.706422,0.672753,0.745671,0.401998,0.708292,0.483400,0.000000,0.450549,0.721279,0.433735,0.457650,0.364626,0.499323,0.505063,0.464960,0.474734,0.512451,0.473755,0.462264,0.540645,0.503356,0.464535,0.680683,0.537949,0.464807,0.474734,0.477749,0.493473,0.524966,0.519463,0.546061,0.531915,0.443333
AAK00812,0.511443,0.713433,0.734328,0.667662,0.702488,0.710448,0.716418,0.723383,0.523383,0.710448,0.662687,0.455179,0.404975,0.443781,0.695522,0.667662,0.720398,0.387000,0.730348,0.728358,0.727363,0.722388,0.721393,0.730348,0.453908,0.735323,0.730348,0.431694,0.445964,0.691542,0.428428,0.505473,0.672637,0.444890,0.667662,0.394030,0.717413,0.730348,0.659701,0.474394,0.705473,0.716418,0.708458,0.458706,0.397015,0.392040,0.727363,0.421891,0.133333,0.674627,0.403980,0.701493,0.670647,0.672637,0.736318,0.724378,0.730348,0.673632,0.687562,0.458375,0.461461,0.401351,0.733333,0.730348,0.408955,0.713433,0.697512,0.407960,0.730348,0.395025,0.378758,0.716418,0.660697,0.451741,0.708458,0.732338,0.741294,0.730348,0.714428,0.729353,0.731343,0.707463,0.432680,0.692537,0.670673,0.727363,0.398098,0.485294,0.671937,0.674699,0.532623,0.512032,0.508021,0.510040,0.510638,0.519308,0.525965,0.523302,0.564895,0.502003,0.673835,0.450402,0.730348,0.661943,0.434739,0.690415,0.453104,0.500000,0.499348,0.684142,0.689384,0.665730,0.790043,0.454432,0.730348,0.416999,0.450549,0.000000,0.728358,0.409639,0.427596,0.461224,0.411367,0.468354,0.308625,0.412234,0.463958,0.274563,0.393531,0.486452,0.499329,0.404975,0.674113,0.524634,0.419655,0.408245,0.428010,0.438642,0.489879,0.481879,0.491322,0.484043,0.368333
AAT79466,0.730049,0.440664,0.506153,0.739130,0.443596,0.584249,0.739130,0.484925,0.734252,0.751066,0.733863,0.723108,0.724852,0.736125,0.774405,0.734190,0.505882,0.729000,0.514356,0.506973,0.474159,0.433142,0.424938,0.491386,0.728457,0.426579,0.397181,0.758197,0.741450,0.560954,0.739740,0.726108,0.752768,0.728457,0.749761,0.717391,0.726923,0.489967,0.730955,0.737197,0.727011,0.717099,0.545791,0.728070,0.717262,0.722498,0.512715,0.717797,0.730348,0.736426,0.720632,0.546235,0.737883,0.738401,0.497129,0.450369,0.469237,0.749274,0.726562,0.730191,0.726727,0.752703,0.447908,0.459393,0.708786,0.601216,0.734812,0.714569,0.727687,0.737103,0.727455,0.725243,0.741617,0.737978,0.457752,0.465135,0.594836,0.493847,0.508532,0.494606,0.547059,0.722479,0.709804,0.724609,0.731971,0.488026,0.709239,0.713904,0.727273,0.733601,0.747004,0.744652,0.751337,0.709505,0.712766,0.715047,0.720373,0.716378,0.755253,0.747664,0.724014,0.731903,0.457752,0.709514,0.745984,0.731865,0.743725,0.714286,0.758801,0.733945,0.736566,0.734551,0.744589,0.717853,0.555739,0.733068,0.721279,0.728358,0.000000,0.686747,0.740437,0.727891,0.722598,0.751899,0.752022,0.726064,0.737877,0.730821,0.739892,0.749677,0.724832,0.705824,0.729304,0.716378,0.738380,0.720745,0.710733,0.731070,0.746289,0.736913,0.720961,0.728723,0.666667
BAH57334,0.457831,0.672021,0.690763,0.637216,0.690763,0.681392,0.682731,0.693440,0.483266,0.690763,0.642570,0.444444,0.417671,0.445783,0.696118,0.633199,0.689424,0.417671,0.708166,0.692102,0.690763,0.694779,0.700134,0.708166,0.448461,0.700134,0.697456,0.556011,0.514364,0.659973,0.461847,0.453815,0.638554,0.448461,0.649264,0.408300,0.630522,0.690763,0.619813,0.514825,0.649264,0.633199,0.694779,0.441767,0.428380,0.420348,0.694779,0.424364,0.414993,0.627845,0.419009,0.646586,0.618474,0.626506,0.684070,0.701473,0.689424,0.653280,0.609103,0.440428,0.445783,0.498649,0.688086,0.690763,0.423025,0.662651,0.622490,0.429719,0.686747,0.420348,0.412316,0.682731,0.607764,0.484605,0.688086,0.686747,0.718876,0.681392,0.658635,0.698795,0.704150,0.688086,0.483266,0.610442,0.661312,0.700134,0.461957,0.518072,0.728246,0.674699,0.538153,0.527443,0.532798,0.531459,0.530120,0.524766,0.527443,0.527443,0.532798,0.520750,0.654618,0.495979,0.690763,0.690763,0.492637,0.677376,0.506024,0.532798,0.534137,0.693440,0.698795,0.644663,0.741633,0.449799,0.688086,0.487282,0.433735,0.409639,0.686747,0.000000,0.482240,0.493878,0.510149,0.499331,0.473046,0.481928,0.499331,0.473755,0.502695,0.512718,0.527517,0.428380,0.730924,0.530120,0.491299,0.480589,0.476573,0.491299,0.547908,0.518121,0.526104,0.534137,0.416667
AAP42119,0.523224,0.722678,0.740437,0.663934,0.721311,0.734973,0.669399,0.718579,0.516393,0.703552,0.648907,0.467213,0.448087,0.469945,0.709016,0.657104,0.748634,0.404372,0.747268,0.726776,0.744536,0.709016,0.719945,0.739071,0.468579,0.737705,0.737705,0.471311,0.476060,0.680328,0.478142,0.525956,0.650273,0.454918,0.654372,0.437158,0.681694,0.744536,0.680328,0.463115,0.668033,0.687158,0.737705,0.456284,0.453552,0.382514,0.741803,0.459016,0.424863,0.659836,0.452186,0.711749,0.657104,0.651639,0.760929,0.747268,0.739071,0.665301,0.668033,0.467213,0.464481,0.450820,0.758197,0.743169,0.459016,0.695355,0.677596,0.389344,0.739071,0.404372,0.368852,0.728142,0.650273,0.460383,0.751366,0.741803,0.748634,0.752732,0.737705,0.748634,0.732240,0.739071,0.433060,0.669399,0.658470,0.740437,0.407104,0.468579,0.736339,0.672131,0.524590,0.513661,0.497268,0.513661,0.510929,0.521858,0.513661,0.520492,0.520492,0.517760,0.665301,0.449454,0.744536,0.739071,0.486339,0.680328,0.467213,0.479508,0.464481,0.672131,0.676230,0.682584,0.744536,0.482240,0.737705,0.441257,0.457650,0.427596,0.740437,0.482240,0.000000,0.456284,0.452186,0.450820,0.408470,0.442623,0.456284,0.403005,0.435792,0.442623,0.487705,0.446721,0.737705,0.521858,0.442623,0.431694,0.427596,0.463115,0.490437,0.469945,0.495902,0.490437,0.413333
AAP42117,0.476190,0.707483,0.714286,0.670748,0.727891,0.726531,0.658503,0.742857,0.502041,0.676190,0.657143,0.361905,0.455782,0.514286,0.693878,0.669388,0.734694,0.457143,0.741497,0.723810,0.723810,0.727891,0.707483,0.740136,0.423129,0.737415,0.741497,0.487705,0.474692,0.681633,0.540136,0.476190,0.659864,0.497959,0.654422,0.432653,0.663946,0.722449,0.663946,0.424490,0.651701,0.659864,0.731973,0.414966,0.468027,0.463946,0.725170,0.455782,0.458503,0.668027,0.458503,0.685714,0.662585,0.666667,0.733333,0.725170,0.727891,0.658503,0.661224,0.361905,0.409524,0.508844,0.730612,0.722449,0.462585,0.688435,0.663946,0.476190,0.646259,0.453061,0.447619,0.725170,0.643537,0.523810,0.731973,0.714286,0.740136,0.725170,0.742857,0.727891,0.731973,0.657143,0.448980,0.658503,0.659864,0.708844,0.442177,0.417687,0.662585,0.653061,0.488435,0.507483,0.500680,0.496599,0.484354,0.478912,0.474830,0.478912,0.496599,0.491156,0.659864,0.496599,0.722449,0.654422,0.530612,0.657143,0.508844,0.523810,0.518367,0.657143,0.650340,0.679775,0.638095,0.406803,0.727891,0.450340,0.364626,0.461224,0.727891,0.493878,0.456284,0.000000,0.512925,0.469388,0.470748,0.443537,0.488435,0.463946,0.454422,0.503401,0.482993,0.451701,0.657143,0.476190,0.473469,0.440816,0.454422,0.429932,0.515646,0.480272,0.536054,0.504762,0.416667
ABI21851,0.525034,0.730717,0.730717,0.663058,0.732070,0.745602,0.690122,0.755074,0.522327,0.707713,0.667118,0.491204,0.470907,0.480379,0.690122,0.672530,0.752368,0.464141,0.738836,0.749662,0.745602,0.713126,0.718539,0.746955,0.518268,0.742896,0.748309,0.486339,0.478796,0.694181,0.492558,0.539919,0.682003,0.516915,0.663058,0.462788,0.672530,0.745602,0.672530,0.520974,0.667118,0.740189,0.737483,0.518268,0.484438,0.435724,0.738836,0.507442,0.410014,0.675237,0.476319,0.715832,0.673884,0.676590,0.756428,0.760487,0.744249,0.676590,0.671177,0.506089,0.530447,0.184032,0.759134,0.745602,0.468200,0.725304,0.676590,0.449256,0.673884,0.466847,0.419486,0.679296,0.658999,0.485792,0.736130,0.736130,0.759134,0.757781,0.745602,0.755074,0.753721,0.746955,0.496617,0.664411,0.661705,0.734777,0.463315,0.506089,0.668471,0.671177,0.535859,0.522327,0.515562,0.523681,0.525034,0.523681,0.525034,0.527740,0.519621,0.530447,0.680650,0.487145,0.745602,0.744249,0.506089,0.664411,0.483085,0.499323,0.480379,0.672530,0.668471,0.661517,0.738836,0.514208,0.753721,0.469553,0.499323,0.411367,0.722598,0.510149,0.452186,0.512925,0.000000,0.500677,0.412720,0.461434,0.489851,0.404601,0.483085,0.481732,0.514208,0.466847,0.740189,0.522327,0.462788,0.466847,0.469553,0.495264,0.522327,0.529093,0.502030,0.519621,0.411667
AAS75147,0.535443,0.751899,0.740506,0.712658,0.743038,0.727848,0.694937,0.750633,0.548101,0.706329,0.706329,0.500000,0.483544,0.498734,0.770886,0.694937,0.753165,0.363291,0.759494,0.730380,0.720253,0.762025,0.756962,0.745570,0.511392,0.753165,0.740506,0.441257,0.410397,0.681013,0.459494,0.536709,0.670886,0.446835,0.675949,0.462025,0.687342,0.721519,0.696203,0.479784,0.701266,0.737975,0.707595,0.513924,0.232911,0.496203,0.749367,0.226582,0.479747,0.712658,0.487342,0.712658,0.703797,0.712658,0.745570,0.750633,0.745570,0.689873,0.700000,0.487342,0.525316,0.501351,0.744304,0.721519,0.483544,0.707595,0.691139,0.505063,0.688608,0.340506,0.459494,0.736709,0.687342,0.532911,0.725316,0.741772,0.739241,0.727848,0.745570,0.760759,0.735443,0.677215,0.465359,0.693671,0.679747,0.760759,0.385870,0.502674,0.675889,0.665328,0.517976,0.506684,0.521390,0.502008,0.506649,0.509987,0.517976,0.503329,0.537975,0.500668,0.683544,0.509383,0.720253,0.679747,0.486076,0.694301,0.503303,0.529101,0.514993,0.692005,0.686763,0.668539,0.675949,0.507595,0.727848,0.447543,0.505063,0.468354,0.751899,0.499331,0.450820,0.469388,0.500677,0.000000,0.425876,0.436170,0.498034,0.454913,0.159030,0.483871,0.506040,0.488608,0.676741,0.511318,0.480744,0.437500,0.473822,0.449086,0.489879,0.465772,0.530040,0.498670,0.398333
AAO46908,0.516173,0.715633,0.750674,0.665768,0.714286,0.730458,0.675202,0.730458,0.510782,0.684636,0.671159,0.475741,0.416442,0.456873,0.706199,0.660377,0.743935,0.412399,0.761456,0.749326,0.743935,0.737197,0.723720,0.750674,0.482480,0.738544,0.718329,0.448087,0.444596,0.716981,0.450135,0.517520,0.669811,0.425876,0.671159,0.385445,0.668464,0.745283,0.671159,0.487871,0.684636,0.725067,0.730458,0.471698,0.405660,0.419137,0.734501,0.440701,0.303235,0.667116,0.411051,0.698113,0.667116,0.675202,0.758760,0.733154,0.747978,0.680593,0.679245,0.479784,0.475741,0.416216,0.756065,0.741240,0.421833,0.725067,0.681941,0.413747,0.749326,0.393531,0.389488,0.672507,0.657682,0.464960,0.758760,0.747978,0.745283,0.757412,0.747978,0.757412,0.719677,0.734501,0.388140,0.669811,0.675202,0.718329,0.407609,0.493261,0.669811,0.677898,0.508086,0.498652,0.493261,0.501348,0.495957,0.514825,0.516173,0.510782,0.522911,0.494609,0.677898,0.458221,0.741240,0.659030,0.471698,0.684636,0.460916,0.498652,0.481132,0.702156,0.710243,0.664326,0.679245,0.467655,0.737197,0.401617,0.464960,0.308625,0.752022,0.473046,0.408470,0.470748,0.412720,0.425876,0.000000,0.393531,0.455526,0.238544,0.411051,0.462264,0.482480,0.419137,0.739892,0.514825,0.400270,0.382749,0.397574,0.417790,0.488529,0.464960,0.493261,0.489218,0.368333
AAO46905,0.494681,0.720745,0.724734,0.687500,0.731383,0.728723,0.646277,0.744681,0.513298,0.667553,0.682181,0.473404,0.340426,0.480053,0.684840,0.671543,0.734043,0.432181,0.748670,0.700798,0.726064,0.730053,0.696809,0.732713,0.478723,0.731383,0.724734,0.508197,0.456908,0.659574,0.523936,0.494681,0.656915,0.452128,0.664894,0.160904,0.646277,0.723404,0.640957,0.478437,0.662234,0.656915,0.715426,0.482713,0.422872,0.409574,0.730053,0.430851,0.420213,0.676862,0.337766,0.684840,0.682181,0.679521,0.735372,0.730053,0.698138,0.667553,0.659574,0.481383,0.482713,0.458108,0.732713,0.727394,0.264628,0.698138,0.652926,0.421543,0.656915,0.406915,0.410904,0.675532,0.652926,0.492021,0.731383,0.715426,0.744681,0.728723,0.739362,0.746011,0.731383,0.656915,0.429521,0.658245,0.667553,0.726064,0.406250,0.501337,0.647606,0.647925,0.507324,0.489305,0.506684,0.497992,0.494681,0.496671,0.490013,0.492676,0.506649,0.493992,0.666223,0.454424,0.726064,0.659574,0.507979,0.666223,0.480053,0.509309,0.477394,0.662234,0.663564,0.655899,0.706117,0.466755,0.724734,0.256649,0.474734,0.412234,0.726064,0.481928,0.442623,0.443537,0.461434,0.436170,0.393531,0.000000,0.456117,0.407806,0.425876,0.496011,0.479195,0.265957,0.643617,0.498003,0.347074,0.125000,0.424202,0.433511,0.493927,0.467114,0.503338,0.494681,0.223333
AAD30142,0.564875,0.733945,0.727392,0.692005,0.735256,0.723460,0.689384,0.737877,0.560944,0.750983,0.682831,0.515072,0.463958,0.488860,0.680210,0.668414,0.730013,0.483617,0.753604,0.750983,0.745740,0.736566,0.727392,0.748362,0.517693,0.739187,0.736566,0.519126,0.487004,0.694626,0.522936,0.558322,0.660550,0.499345,0.668414,0.471822,0.681520,0.748362,0.688073,0.501348,0.674967,0.673657,0.728702,0.528178,0.484928,0.477064,0.748362,0.496723,0.458716,0.693316,0.467890,0.720839,0.678899,0.688073,0.741809,0.727392,0.743119,0.669725,0.678899,0.521625,0.529489,0.493243,0.736566,0.747051,0.466579,0.712975,0.680210,0.474443,0.657929,0.466579,0.448231,0.671035,0.680210,0.484928,0.750983,0.735256,0.740498,0.749672,0.749672,0.750983,0.712975,0.677588,0.457405,0.671035,0.672346,0.719528,0.444293,0.494652,0.679842,0.669344,0.567244,0.544118,0.536096,0.544846,0.561170,0.560586,0.556591,0.551265,0.568807,0.555407,0.678899,0.264075,0.744430,0.671035,0.525557,0.678899,0.482166,0.496032,0.498034,0.672346,0.673657,0.661517,0.678899,0.503277,0.741809,0.464807,0.512451,0.463958,0.737877,0.499331,0.456284,0.488435,0.489851,0.498034,0.455526,0.456117,0.000000,0.434724,0.464960,0.486239,0.495302,0.483617,0.687254,0.556591,0.475432,0.454787,0.463958,0.478375,0.493927,0.503356,0.491322,0.503989,0.425000
