species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
AWV66983__MG693113.1,0.858079,0.825328,0.831878,0.818777,0.901149,0.860262,0.836245,0.840611,0.864629,0.855895,0.838428,0.862445,0.855895,0.858079,0.855895,0.906323,0.866812,0.838428,0.831878,0.864629,0.831878,0.836245,0.847162,0.853712,0.829694,0.847162,0.834061,0.858079,0.831878,0.823144,0.858079,0.838428,0.851528,0.862445,0.879913,0.860262,0.884279,0.849345,0.823144,0.836245,0.838428,0.847162,0.855895,0.820961,0.831878,0.823144,0.000000,0.791277,0.777293,0.777293,0.790393,0.829694,0.898901,0.840611,0.855895,0.838428,0.838428,0.840611,0.810044,0.829694,0.844978,0.820961,0.820961,0.820961,0.820961,0.820961,0.838428,0.851528,0.834061,0.862445,0.823144,0.838428,0.838428,0.893519,0.836245,0.836245,0.836245,0.836245,0.836245,0.836245,0.836245,0.836245,0.840611,0.842795,0.879913,0.879913,0.831878,0.877729,0.877729,0.884279,0.844978,0.838428,0.838428,0.838428,0.838428,0.836245,0.840611,0.901747,0.860262,0.827511,0.888646,0.838428,0.840611,0.836245,0.847162,0.838428,0.842795,0.844978,0.844978,0.844978,0.844978,0.842795,0.808140,0.836245,0.836245,0.839161,0.886463,0.838428,0.834061,0.836245,0.860262,0.860262,0.860262,0.860262,0.860262,0.860262,0.838428,0.860262,0.855895,0.858079,0.829694,0.858079,0.823144,0.836245
AWV66980__MG693112.1,0.794393,0.772586,0.769470,0.735202,0.890966,0.856698,0.688474,0.685358,0.856698,0.856698,0.841121,0.856698,0.869159,0.856698,0.856698,0.844237,0.859813,0.323988,0.781931,0.856698,0.722741,0.704050,0.626168,0.760125,0.753894,0.806854,0.685358,0.769470,0.763240,0.738318,0.856698,0.847352,0.691589,0.856698,0.866044,0.862928,0.859813,0.791277,0.750779,0.679128,0.682243,0.697819,0.757009,0.744548,0.781931,0.657321,0.791277,0.000000,0.806854,0.806854,0.791277,0.467290,0.881620,0.760125,0.862928,0.841121,0.700935,0.623053,0.766355,0.769470,0.791277,0.747664,0.747664,0.741433,0.747664,0.747664,0.666667,0.803738,0.719626,0.859813,0.750779,0.847352,0.850467,0.894081,0.841121,0.844237,0.841121,0.844237,0.844237,0.844237,0.844237,0.844237,0.853583,0.844237,0.862928,0.859813,0.479751,0.862928,0.862928,0.862928,0.841121,0.841121,0.841121,0.850467,0.844237,0.841121,0.841121,0.900312,0.862928,0.753894,0.887850,0.841121,0.847352,0.844237,0.841121,0.841121,0.847352,0.791277,0.791277,0.791277,0.791277,0.679128,0.700935,0.725857,0.850467,0.850467,0.862928,0.847352,0.834891,0.844237,0.856698,0.853583,0.856698,0.856698,0.856698,0.856698,0.841121,0.862928,0.856698,0.853583,0.479751,0.859813,0.323988,0.847352
AWV66978__MG693111.1,0.876777,0.835206,0.861878,0.846405,0.864368,0.894188,0.855046,0.856881,0.898659,0.903130,0.876877,0.898659,0.887279,0.894188,0.892697,0.873536,0.898659,0.867362,0.906110,0.888554,0.844278,0.859911,0.842832,0.882265,0.856884,0.824242,0.864621,0.877794,0.903130,0.853513,0.894188,0.873874,0.844891,0.895678,0.896014,0.891207,0.896373,0.871528,0.861401,0.866055,0.865809,0.847170,0.895678,0.857394,0.906110,0.834572,0.777293,0.806854,0.000000,0.001493,0.586319,0.852800,0.881319,0.900149,0.883756,0.873494,0.837050,0.826165,0.863014,0.831579,0.873264,0.870343,0.874814,0.874814,0.858603,0.842478,0.840708,0.865854,0.837743,0.891207,0.841549,0.873874,0.873874,0.893519,0.873874,0.873874,0.873874,0.873874,0.873874,0.873874,0.870343,0.872372,0.875375,0.875375,0.892734,0.908304,0.864382,0.896194,0.897924,0.897924,0.876877,0.875375,0.875375,0.875375,0.873874,0.873874,0.873874,0.888651,0.897168,0.885246,0.872381,0.873874,0.873874,0.872372,0.872372,0.873323,0.876877,0.873264,0.873264,0.868056,0.875000,0.856881,0.860465,0.842402,0.875375,0.862471,0.901384,0.873874,0.872372,0.873874,0.898659,0.897168,0.897168,0.894188,0.898659,0.900149,0.875375,0.894188,0.900149,0.898659,0.865872,0.897168,0.859911,0.876877
AWV66976__MG693110.1,0.876777,0.835206,0.861878,0.846405,0.864368,0.894030,0.862385,0.856881,0.898507,0.902985,0.876877,0.898507,0.895330,0.894030,0.894030,0.873536,0.898507,0.865672,0.905970,0.888554,0.844278,0.859701,0.837651,0.882090,0.856884,0.824242,0.864621,0.877612,0.877612,0.853513,0.894030,0.873874,0.844891,0.895522,0.896014,0.891045,0.896373,0.866319,0.861194,0.866055,0.865809,0.847170,0.895522,0.857394,0.905970,0.834572,0.777293,0.806854,0.001493,0.000000,0.586319,0.854400,0.896703,0.900000,0.883582,0.873494,0.837050,0.826165,0.854452,0.831579,0.873264,0.870149,0.874627,0.874627,0.858603,0.854867,0.840708,0.874564,0.837743,0.894030,0.841549,0.873874,0.873874,0.893519,0.873874,0.873874,0.873874,0.873874,0.873874,0.873874,0.870149,0.872372,0.875375,0.875375,0.892734,0.901384,0.867164,0.896194,0.897924,0.897924,0.876877,0.875375,0.875375,0.875375,0.873874,0.873874,0.873874,0.888651,0.897015,0.885075,0.872381,0.873874,0.873874,0.872372,0.872372,0.873134,0.876877,0.873264,0.873264,0.873264,0.875000,0.856881,0.860465,0.842402,0.875375,0.862471,0.901384,0.873874,0.872372,0.873874,0.898507,0.892537,0.897015,0.894030,0.898507,0.898507,0.875375,0.889552,0.900000,0.898507,0.867164,0.897015,0.858209,0.876877
AWV66973__MG693109.1,0.871336,0.827715,0.869245,0.841503,0.875862,0.874593,0.816514,0.812844,0.876221,0.876221,0.879479,0.874593,0.877850,0.871336,0.874593,0.859485,0.872964,0.846906,0.868078,0.868078,0.838649,0.846906,0.832470,0.864821,0.844203,0.846465,0.821300,0.863192,0.884365,0.850163,0.876221,0.877850,0.846715,0.874593,0.885615,0.876221,0.899827,0.861111,0.846906,0.822018,0.823529,0.822642,0.872964,0.846831,0.868078,0.836431,0.790393,0.791277,0.586319,0.586319,0.000000,0.843648,0.892308,0.879479,0.879479,0.879479,0.843911,0.835125,0.857877,0.835789,0.861111,0.856678,0.858306,0.858306,0.848382,0.842478,0.851327,0.879791,0.828924,0.877850,0.839789,0.877850,0.877850,0.895833,0.877850,0.877850,0.876221,0.877850,0.879479,0.877850,0.872964,0.877850,0.881107,0.881107,0.904844,0.899654,0.853420,0.889273,0.903114,0.903114,0.879479,0.877850,0.879479,0.881107,0.877850,0.877850,0.879479,0.888651,0.876221,0.881107,0.897143,0.877850,0.879479,0.876221,0.879479,0.872964,0.879479,0.861111,0.861111,0.861111,0.861111,0.816514,0.796512,0.840525,0.877850,0.857809,0.903114,0.877850,0.879479,0.877850,0.874593,0.876221,0.871336,0.874593,0.876221,0.874593,0.877850,0.876221,0.876221,0.877850,0.855049,0.876221,0.848534,0.882736
AWS20449__MF083940.1,0.817600,0.803371,0.795580,0.792484,0.832184,0.888000,0.752294,0.757798,0.881600,0.889600,0.900800,0.888000,0.887279,0.889600,0.886400,0.782201,0.880000,0.633600,0.828800,0.889600,0.780488,0.801600,0.711572,0.841600,0.811594,0.828283,0.759928,0.840000,0.835200,0.808000,0.889600,0.900800,0.762774,0.888000,0.882149,0.883200,0.889465,0.812500,0.820800,0.761468,0.753676,0.756604,0.840000,0.801056,0.828800,0.715613,0.829694,0.467290,0.852800,0.854400,0.843648,0.000000,0.876923,0.846400,0.872000,0.880000,0.766724,0.698925,0.825342,0.829474,0.812500,0.832000,0.814400,0.812800,0.807496,0.801770,0.718584,0.806620,0.779541,0.886400,0.823944,0.875200,0.902400,0.881944,0.880000,0.875200,0.875200,0.899200,0.880000,0.899200,0.897600,0.880000,0.900800,0.897600,0.882353,0.880623,0.553600,0.882353,0.885813,0.884083,0.900800,0.900800,0.876800,0.899200,0.880000,0.880000,0.900800,0.886510,0.884800,0.840000,0.895238,0.900800,0.875200,0.875200,0.872000,0.897600,0.875200,0.812500,0.812500,0.814236,0.812500,0.759633,0.750000,0.752345,0.875200,0.860140,0.880623,0.876800,0.875200,0.878400,0.889600,0.888000,0.891200,0.889600,0.889600,0.884800,0.876800,0.884800,0.886400,0.886400,0.552000,0.886400,0.632000,0.881600
P05840__undef,0.898901,0.879121,0.898901,0.896703,0.894253,0.883516,0.885714,0.896703,0.879121,0.885714,0.890110,0.879121,0.890110,0.887912,0.887912,0.901639,0.879121,0.890110,0.624176,0.876923,0.892308,0.883516,0.896703,0.714286,0.907692,0.894505,0.896703,0.753846,0.716484,0.879121,0.885714,0.890110,0.901099,0.883516,0.901099,0.879121,0.896703,0.885714,0.879121,0.898901,0.903297,0.890110,0.707692,0.894505,0.624176,0.901099,0.898901,0.881620,0.881319,0.896703,0.892308,0.876923,0.000000,0.725275,0.874725,0.887912,0.894505,0.896703,0.905495,0.901099,0.885714,0.887912,0.890110,0.892308,0.887912,0.894505,0.901099,0.892308,0.894505,0.876923,0.898901,0.890110,0.890110,0.900463,0.887912,0.890110,0.887912,0.885714,0.885714,0.885714,0.885714,0.890110,0.887912,0.894505,0.907692,0.894505,0.887912,0.894505,0.887912,0.901099,0.890110,0.887912,0.890110,0.881319,0.890110,0.887912,0.887912,0.894505,0.883516,0.753846,0.896703,0.890110,0.887912,0.881319,0.872527,0.890110,0.881319,0.885714,0.885714,0.885714,0.885714,0.898901,0.892442,0.892308,0.892308,0.892774,0.901099,0.881319,0.885714,0.887912,0.887912,0.887912,0.885714,0.885714,0.887912,0.885714,0.890110,0.870330,0.885714,0.874725,0.892308,0.879121,0.896703,0.890110
AWA28230__MG963176.1,0.843602,0.816479,0.801105,0.800654,0.855172,0.896414,0.801835,0.816514,0.891102,0.899070,0.894895,0.891102,0.896940,0.901726,0.899070,0.812646,0.900398,0.845070,0.208499,0.893072,0.772983,0.795287,0.792746,0.109043,0.827899,0.838384,0.806859,0.244356,0.110226,0.727952,0.887118,0.894895,0.822993,0.885790,0.904679,0.899070,0.905009,0.857639,0.646746,0.816514,0.805147,0.781132,0.112882,0.838028,0.208499,0.789963,0.840611,0.760125,0.900149,0.900000,0.879479,0.846400,0.725275,0.000000,0.899070,0.894578,0.811321,0.802867,0.839041,0.816842,0.857639,0.863636,0.859890,0.857143,0.846678,0.838938,0.803540,0.831010,0.823633,0.900398,0.771127,0.894895,0.894895,0.891204,0.891892,0.893393,0.891892,0.893393,0.894895,0.893393,0.895086,0.893393,0.893393,0.897898,0.903114,0.897924,0.839309,0.906574,0.901384,0.903114,0.893393,0.894895,0.894895,0.893393,0.893393,0.893393,0.894895,0.895075,0.897742,0.181333,0.891429,0.894895,0.894895,0.891892,0.891892,0.900398,0.894895,0.857639,0.857639,0.857639,0.857639,0.827523,0.779070,0.780488,0.896396,0.862471,0.897924,0.894895,0.891892,0.891892,0.903054,0.904382,0.901726,0.903054,0.903054,0.897742,0.894895,0.903054,0.895086,0.889774,0.835244,0.889774,0.846479,0.896396
AVM80379__MF094135.1,0.879937,0.867041,0.878453,0.890523,0.885057,0.448320,0.869725,0.875229,0.456072,0.440568,0.815315,0.450904,0.404187,0.445736,0.445736,0.892272,0.462532,0.878873,0.887268,0.415663,0.887430,0.882180,0.868739,0.902926,0.876812,0.878788,0.877256,0.897368,0.896414,0.878924,0.437984,0.815315,0.870438,0.448320,0.894281,0.443152,0.879102,0.887153,0.891473,0.869725,0.875000,0.884906,0.891102,0.892606,0.892573,0.894052,0.855895,0.862928,0.883756,0.883582,0.879479,0.872000,0.874725,0.899070,0.000000,0.819277,0.876501,0.874552,0.871575,0.867368,0.888889,0.898396,0.895604,0.890430,0.892675,0.892035,0.900885,0.886760,0.883598,0.437984,0.867958,0.812312,0.815315,0.847222,0.816817,0.812312,0.813814,0.813814,0.810811,0.815315,0.832031,0.816817,0.818318,0.821321,0.882353,0.885813,0.900517,0.882353,0.877163,0.873702,0.815315,0.816817,0.816817,0.818318,0.815315,0.818318,0.810811,0.854390,0.444444,0.885333,0.824762,0.812312,0.813814,0.815315,0.818318,0.830729,0.816817,0.888889,0.885417,0.887153,0.887153,0.873394,0.854651,0.896811,0.816817,0.778555,0.875433,0.813814,0.816817,0.818318,0.445736,0.448320,0.458656,0.447028,0.445736,0.445736,0.816817,0.435401,0.444444,0.450904,0.886819,0.450904,0.876056,0.813814
AOS51057__KT962050.1,0.875197,0.870787,0.880295,0.877451,0.880460,0.816265,0.882569,0.871560,0.813253,0.816265,0.045181,0.813253,0.809984,0.817771,0.817771,0.875878,0.820783,0.885542,0.878012,0.826807,0.870544,0.865964,0.870466,0.878012,0.898551,0.880808,0.880866,0.884036,0.894578,0.888554,0.811747,0.037651,0.864964,0.817771,0.866551,0.817771,0.868739,0.875000,0.876506,0.873394,0.869485,0.873585,0.884036,0.894366,0.878012,0.877323,0.838428,0.841121,0.873494,0.873494,0.879479,0.880000,0.887912,0.894578,0.819277,0.000000,0.883362,0.858423,0.880137,0.858947,0.875000,0.893072,0.896084,0.905120,0.877342,0.895575,0.876106,0.874564,0.873016,0.819277,0.878521,0.039157,0.039157,0.043981,0.006024,0.037651,0.034639,0.030120,0.030120,0.025602,0.012048,0.009036,0.042169,0.045181,0.870242,0.861592,0.873494,0.870242,0.868512,0.870242,0.049699,0.040663,0.042169,0.045181,0.007530,0.004518,0.042169,0.194861,0.817771,0.887048,0.053333,0.039157,0.037651,0.040663,0.087349,0.037651,0.052711,0.875000,0.876736,0.876736,0.876736,0.873394,0.848837,0.868668,0.043675,0.065268,0.866782,0.039157,0.015060,0.006024,0.816265,0.816265,0.816265,0.816265,0.816265,0.816265,0.040663,0.814759,0.814759,0.814759,0.885542,0.813253,0.902108,0.054217
ARI46485__KY548841.1,0.826758,0.823970,0.801105,0.806175,0.841379,0.876501,0.759633,0.770642,0.888508,0.873070,0.886792,0.895369,0.886792,0.871355,0.871355,0.803279,0.878216,0.778731,0.819897,0.879931,0.757974,0.754717,0.578584,0.816467,0.822464,0.810101,0.765343,0.814751,0.816467,0.790738,0.873070,0.886792,0.777372,0.874786,0.901213,0.874786,0.896373,0.821181,0.794168,0.763303,0.757353,0.733962,0.813036,0.813380,0.819897,0.730483,0.838428,0.700935,0.837050,0.837050,0.843911,0.766724,0.894505,0.811321,0.876501,0.883362,0.000000,0.571685,0.807890,0.795789,0.819444,0.813036,0.816467,0.814751,0.809605,0.810619,0.555752,0.834495,0.784832,0.873070,0.820423,0.885077,0.885077,0.895833,0.883362,0.885077,0.883362,0.885077,0.885077,0.886792,0.874786,0.883362,0.886792,0.886792,0.897924,0.897924,0.775300,0.897924,0.891003,0.894464,0.886792,0.885077,0.886792,0.885077,0.885077,0.883362,0.886792,0.884368,0.890223,0.801029,0.891429,0.886792,0.886792,0.885077,0.881647,0.871355,0.881647,0.819444,0.819444,0.819444,0.819444,0.757798,0.752907,0.759850,0.885077,0.888112,0.894464,0.885077,0.885077,0.885077,0.874786,0.873070,0.876501,0.874786,0.874786,0.873070,0.886792,0.874786,0.874786,0.878216,0.777015,0.876501,0.782161,0.879931
ARI46481__KY548840.1,0.797491,0.803371,0.802947,0.768817,0.848276,0.890681,0.732110,0.735780,0.894265,0.888889,0.885305,0.896057,0.896057,0.892473,0.890681,0.763466,0.892473,0.718638,0.792115,0.887097,0.729831,0.729391,0.394265,0.806452,0.798913,0.814141,0.738267,0.806452,0.797491,0.775986,0.888889,0.885305,0.755474,0.890681,0.887097,0.888889,0.897849,0.788530,0.786738,0.735780,0.737132,0.709434,0.793907,0.772401,0.793907,0.711896,0.840611,0.623053,0.826165,0.826165,0.835125,0.698925,0.896703,0.802867,0.874552,0.858423,0.571685,0.000000,0.793907,0.800000,0.788530,0.781362,0.777778,0.775986,0.781362,0.777778,0.396057,0.831541,0.759857,0.888889,0.795699,0.869176,0.885305,0.891204,0.858423,0.883513,0.885305,0.887097,0.883513,0.862007,0.881720,0.862007,0.883513,0.883513,0.892473,0.885305,0.734767,0.885305,0.897849,0.897849,0.885305,0.869176,0.883513,0.883513,0.860215,0.858423,0.885305,0.897216,0.879928,0.810036,0.897143,0.887097,0.885305,0.881720,0.860215,0.869176,0.885305,0.788530,0.788530,0.788530,0.788530,0.730275,0.683140,0.729831,0.887097,0.867133,0.896057,0.885305,0.883513,0.858423,0.890681,0.892473,0.890681,0.890681,0.890681,0.890681,0.883513,0.881720,0.892473,0.897849,0.729391,0.896057,0.720430,0.879928
ASU47551__KX774632.1,0.839041,0.812734,0.799263,0.808219,0.871264,0.876712,0.811009,0.800000,0.897260,0.898973,0.876712,0.902397,0.890411,0.876712,0.876712,0.843091,0.900685,0.820205,0.827055,0.876712,0.816135,0.804795,0.796200,0.830479,0.853261,0.828283,0.808664,0.832192,0.833904,0.782534,0.880137,0.883562,0.802920,0.880137,0.899480,0.897260,0.899827,0.833333,0.816781,0.812844,0.805147,0.800000,0.835616,0.839789,0.827055,0.793680,0.810044,0.766355,0.863014,0.854452,0.857877,0.825342,0.905495,0.839041,0.871575,0.880137,0.807890,0.793907,0.000000,0.764211,0.833333,0.840753,0.842466,0.837329,0.835616,0.837168,0.784071,0.824042,0.821869,0.880137,0.809859,0.883562,0.883562,0.886574,0.880137,0.883562,0.876712,0.883562,0.873288,0.883562,0.876712,0.881849,0.885274,0.881849,0.903114,0.904844,0.833904,0.913495,0.904844,0.904844,0.878425,0.878425,0.885274,0.885274,0.881849,0.880137,0.876712,0.890792,0.881849,0.832192,0.891429,0.883562,0.883562,0.881849,0.880137,0.881849,0.878425,0.835069,0.835069,0.833333,0.833333,0.809174,0.784884,0.818011,0.883562,0.874126,0.908304,0.883562,0.881849,0.880137,0.876712,0.876712,0.878425,0.876712,0.876712,0.876712,0.883562,0.898973,0.878425,0.900685,0.839041,0.900685,0.818493,0.890411
ASM93489__KY214444.1,0.808421,0.671579,0.663158,0.776842,0.859770,0.861053,0.787368,0.783158,0.871579,0.863158,0.861053,0.871579,0.873684,0.863158,0.863158,0.854801,0.865263,0.802105,0.812632,0.869474,0.797895,0.743158,0.781053,0.806316,0.789474,0.835789,0.787368,0.808421,0.806316,0.768421,0.861053,0.858947,0.781053,0.861053,0.877895,0.863158,0.875789,0.829474,0.802105,0.787368,0.793684,0.789474,0.814737,0.791579,0.812632,0.778947,0.829694,0.769470,0.831579,0.831579,0.835789,0.829474,0.901099,0.816842,0.867368,0.858947,0.795789,0.800000,0.764211,0.000000,0.829474,0.791579,0.791579,0.791579,0.791579,0.791579,0.804211,0.810526,0.791579,0.863158,0.772632,0.858947,0.858947,0.902778,0.858947,0.861053,0.861053,0.858947,0.858947,0.863158,0.856842,0.858947,0.861053,0.861053,0.880000,0.873684,0.808421,0.877895,0.875789,0.875789,0.858947,0.858947,0.858947,0.858947,0.858947,0.858947,0.858947,0.901499,0.865263,0.804211,0.898947,0.858947,0.861053,0.856842,0.858947,0.865263,0.865263,0.829474,0.829474,0.829474,0.829474,0.776842,0.767442,0.797895,0.863158,0.871795,0.875789,0.861053,0.856842,0.858947,0.861053,0.861053,0.861053,0.861053,0.861053,0.861053,0.861053,0.865263,0.861053,0.869474,0.806316,0.867368,0.802105,0.861053
ARV85915__KX145610.1,0.857639,0.838951,0.837937,0.812500,0.864368,0.897569,0.759633,0.765138,0.888889,0.895833,0.869792,0.887153,0.888889,0.897569,0.894097,0.852459,0.897569,0.833333,0.850694,0.895833,0.810507,0.803819,0.793403,0.850694,0.597826,0.844444,0.768953,0.852431,0.840278,0.842014,0.895833,0.875000,0.768248,0.895833,0.901042,0.899306,0.881944,0.003472,0.843750,0.761468,0.770221,0.809434,0.852431,0.647887,0.850694,0.775093,0.844978,0.791277,0.873264,0.873264,0.861111,0.812500,0.885714,0.857639,0.888889,0.875000,0.819444,0.788530,0.833333,0.829474,0.000000,0.654514,0.656250,0.656250,0.654514,0.644248,0.810619,0.853659,0.807760,0.894097,0.839789,0.871528,0.875000,0.895833,0.871528,0.866319,0.869792,0.871528,0.869792,0.869792,0.875000,0.875000,0.876736,0.875000,0.885417,0.880208,0.840278,0.885417,0.890625,0.883681,0.871528,0.869792,0.871528,0.871528,0.875000,0.871528,0.871528,0.895075,0.899306,0.848958,0.904762,0.875000,0.875000,0.873264,0.873264,0.871528,0.876736,0.001736,0.003472,0.001736,0.003472,0.757798,0.758721,0.814259,0.871528,0.869464,0.901042,0.873264,0.871528,0.871528,0.897569,0.897569,0.899306,0.897569,0.897569,0.901042,0.871528,0.899306,0.897569,0.892361,0.842014,0.887153,0.838542,0.878472
ARV85890__KX145609.1,0.856240,0.844569,0.819521,0.816993,0.839080,0.887701,0.777982,0.783486,0.898396,0.898396,0.894895,0.905080,0.901771,0.887701,0.897059,0.826698,0.893048,0.812676,0.862299,0.903614,0.812383,0.798233,0.785838,0.859626,0.603261,0.818182,0.785199,0.855615,0.856952,0.840060,0.886364,0.893393,0.766423,0.887701,0.889081,0.890374,0.908463,0.652778,0.855615,0.776147,0.777574,0.801887,0.864973,0.033451,0.862299,0.773234,0.820961,0.747664,0.870343,0.870149,0.856678,0.832000,0.887912,0.863636,0.898396,0.893072,0.813036,0.781362,0.840753,0.791579,0.654514,0.000000,0.005495,0.005548,0.006814,0.007080,0.800000,0.844948,0.809524,0.887701,0.830986,0.893393,0.891892,0.893519,0.891892,0.894895,0.894895,0.896396,0.893393,0.896396,0.905080,0.891892,0.891892,0.894895,0.885813,0.901384,0.842246,0.884083,0.884083,0.884083,0.891892,0.891892,0.893393,0.891892,0.893393,0.891892,0.891892,0.890792,0.905080,0.860963,0.897143,0.891892,0.899399,0.896396,0.900901,0.901070,0.891892,0.654514,0.654514,0.654514,0.654514,0.785321,0.741279,0.810507,0.893393,0.895105,0.882353,0.891892,0.899399,0.893393,0.889037,0.887701,0.887701,0.889037,0.889037,0.887701,0.894895,0.902406,0.886364,0.901070,0.838109,0.899733,0.814085,0.896396
ARV85889__KX145609.1,0.857820,0.844569,0.819521,0.823529,0.843678,0.905220,0.777982,0.785321,0.899725,0.891484,0.900901,0.896978,0.903382,0.903846,0.895604,0.826698,0.895604,0.815493,0.859890,0.911145,0.810507,0.805596,0.784111,0.859890,0.603261,0.820202,0.783394,0.855769,0.850275,0.847534,0.887363,0.900901,0.770073,0.890110,0.887348,0.888736,0.910190,0.654514,0.854396,0.776147,0.777574,0.798113,0.862637,0.038732,0.859890,0.771375,0.820961,0.747664,0.874814,0.874627,0.858306,0.814400,0.890110,0.859890,0.895604,0.896084,0.816467,0.777778,0.842466,0.791579,0.656250,0.005495,0.000000,0.004161,0.005111,0.005310,0.801770,0.850174,0.805996,0.884615,0.832746,0.900901,0.902402,0.895833,0.894895,0.899399,0.902402,0.902402,0.902402,0.902402,0.894231,0.896396,0.897898,0.897898,0.885813,0.903114,0.836538,0.901384,0.897924,0.882353,0.897898,0.900901,0.899399,0.900901,0.894895,0.894895,0.899399,0.884368,0.903846,0.861264,0.897143,0.899399,0.899399,0.902402,0.896396,0.907967,0.900901,0.656250,0.656250,0.656250,0.656250,0.785321,0.741279,0.808630,0.899399,0.897436,0.889273,0.899399,0.900901,0.900901,0.890110,0.888736,0.894231,0.890110,0.890110,0.888736,0.899399,0.887363,0.888736,0.896978,0.840974,0.899725,0.815493,0.903904
ARV85888__KX145609.1,0.857820,0.838951,0.823204,0.823529,0.839080,0.894591,0.774312,0.785321,0.880721,0.883495,0.903904,0.889043,0.900161,0.894591,0.893204,0.826698,0.889043,0.809859,0.852982,0.900602,0.814259,0.798233,0.780656,0.862691,0.603261,0.820202,0.781588,0.857143,0.847434,0.843049,0.886269,0.903904,0.770073,0.893204,0.887348,0.897365,0.901554,0.654514,0.848821,0.776147,0.777574,0.796226,0.858530,0.035211,0.852982,0.773234,0.820961,0.741433,0.874814,0.874627,0.858306,0.812800,0.892308,0.857143,0.890430,0.905120,0.814751,0.775986,0.837329,0.791579,0.656250,0.005548,0.004161,0.000000,0.005111,0.005310,0.801770,0.858885,0.807760,0.895978,0.832746,0.903904,0.903904,0.898148,0.905405,0.903904,0.903904,0.903904,0.905405,0.903904,0.889043,0.900901,0.902402,0.906907,0.885813,0.882353,0.834951,0.885813,0.878893,0.878893,0.897898,0.903904,0.903904,0.900901,0.903904,0.903904,0.903904,0.884368,0.895978,0.859917,0.899048,0.903904,0.903904,0.905405,0.905405,0.894591,0.897898,0.656250,0.656250,0.656250,0.656250,0.783486,0.741279,0.812383,0.902402,0.888112,0.887543,0.903904,0.893393,0.903904,0.894591,0.894591,0.894591,0.894591,0.894591,0.894591,0.903904,0.900139,0.893204,0.893204,0.833811,0.887656,0.811268,0.906907
