species,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,YP_009315890__KU321655,AOX47681__KU321654.1,ARO85894__KY680280.1,YP_009361877__KX981923,APC23176__KT961665.1,APC23164__KT961659.1,ARF02873__KY679174.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55209__KU295526.1,ALT55208__KU295525.1,ALT55206__KU295523.1,ALT55196__KU295513.1,YP_009315908__KT878839,YP_009315886__KT878837,AOT82271__KU745628.1,BAS32608__AB982223.1,AOL02446__KX583629.1,YP_009272913__KU950356,AOE23875__KX384823.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,BAU88511__LC148407.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,YP_009215301__KP729195,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AII82250__KM017744.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACJ38931__FJ170278.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGS15085__KF206166.1,AGS15081__KF206165.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,AFR53039__JQ923422.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFM30852__JQ177083.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AKI82155__KR261072.1,0.765306,0.772959,0.543367,0.767857,0.803571,0.762755,0.750000,0.744898,0.790816,0.788265,0.795918,0.790816,0.775510,0.770408,0.737245,0.783163,0.798469,0.793367,0.783163,0.775510,0.785714,0.530612,0.783163,0.795918,0.793367,0.795918,0.803571,0.785714,0.767857,0.525510,0.737245,0.762755,0.772959,0.852041,0.744898,0.795918,0.913265,0.785714,0.793367,0.507653,0.525510,0.580292,0.775510,0.757653,0.757653,0.724490,0.000000,0.762755,0.770408,0.808673,0.783163,0.790816,0.760204,0.778061,0.522959,0.775510,0.846939,0.551020,0.492347,0.711735,0.765306,0.795918,0.770408,0.500000,0.515306,0.775510,0.762755,0.775510,0.765306,0.765306,0.765306,0.757653,0.770408,0.770408,0.755102,0.762755,0.755102,0.760204,0.760204,0.778061,0.775510,0.525510,0.762755,0.780612,0.765306,0.793367,0.775510,0.811224,0.788265,0.862245,0.785714,0.806122,0.793367,0.755102,0.790816,0.793367,0.750000,0.727041,0.757653,0.767857,0.780612,0.770408,0.742347,0.734694,0.788265,0.780612,0.742347,0.772959,0.507653,0.732143,0.775510,0.732143,0.778061,0.801020,0.528061,0.793367,0.803571,0.732143,0.734694,0.780612,0.798469,0.780612,0.785714,0.783163,0.765306,0.739796,0.795918,0.806122,0.528061,0.788265,0.780612,0.793367,0.528061
ADI60252__HM053693.2,0.633001,0.689900,0.796334,0.585691,0.840630,0.678521,0.639087,0.645804,0.617354,0.613087,0.847114,0.847114,0.505393,0.829726,0.807018,0.582181,0.792507,0.843994,0.836193,0.837754,0.843994,0.848255,0.842434,0.843994,0.839314,0.836193,0.833613,0.826154,0.823627,0.833581,0.819444,0.560455,0.841390,0.889908,0.611694,0.834906,0.938679,0.842434,0.726885,0.829193,0.833333,0.762774,0.563300,0.596017,0.834821,0.823718,0.762755,0.000000,0.573257,0.831502,0.839314,0.834633,0.586060,0.651494,0.827869,0.560455,0.885587,0.829308,0.815336,0.821687,0.805310,0.843994,0.583215,0.816000,0.823622,0.530864,0.562205,0.819005,0.635846,0.609375,0.617691,0.601199,0.630156,0.815868,0.626687,0.092461,0.622024,0.630156,0.638691,0.588905,0.596017,0.839098,0.630156,0.644381,0.808000,0.834633,0.571835,0.823899,0.826807,0.879336,0.846154,0.837288,0.838150,0.620690,0.827744,0.839370,0.616192,0.803333,0.549075,0.578947,0.819346,0.567610,0.818033,0.800979,0.829161,0.651494,0.811475,0.811388,0.827795,0.813397,0.822416,0.824477,0.814381,0.795389,0.836826,0.830189,0.825153,0.823263,0.820800,0.827957,0.802607,0.798808,0.824305,0.626324,0.581792,0.822866,0.715505,0.845161,0.830357,0.802405,0.815552,0.784469,0.825633
YP_009229908__KT592508,0.608365,0.704689,0.771894,0.299501,0.828371,0.703422,0.640514,0.675539,0.583446,0.621039,0.823713,0.831513,0.506934,0.822511,0.808612,0.569892,0.801153,0.826833,0.825273,0.829953,0.831513,0.825493,0.822153,0.822153,0.833073,0.826833,0.816807,0.841538,0.825291,0.826152,0.807099,0.576679,0.821752,0.871560,0.635682,0.834906,0.938679,0.828393,0.676806,0.816770,0.800623,0.751825,0.581749,0.377892,0.821429,0.809295,0.770408,0.573257,0.000000,0.815018,0.823713,0.822153,0.598945,0.643454,0.793443,0.534031,0.876672,0.818035,0.804382,0.775904,0.785841,0.836193,0.584284,0.790400,0.798425,0.498457,0.552756,0.829563,0.643041,0.589063,0.632684,0.638681,0.684411,0.808383,0.641679,0.567568,0.641369,0.669202,0.657382,0.553866,0.562753,0.830075,0.629167,0.645327,0.804800,0.826833,0.579214,0.834906,0.835843,0.879336,0.841629,0.822034,0.841040,0.626687,0.829268,0.822047,0.625187,0.785000,0.565272,0.550063,0.811533,0.540881,0.804918,0.797716,0.833579,0.651458,0.798361,0.791815,0.799094,0.808612,0.828239,0.809984,0.807692,0.805476,0.803892,0.827044,0.829755,0.815710,0.804800,0.812596,0.813780,0.798808,0.828697,0.614221,0.536176,0.811594,0.681876,0.830645,0.802083,0.800687,0.828210,0.771791,0.795827
AME15917__KT878967.1,0.824176,0.829670,0.828921,0.858974,0.569597,0.831502,0.816850,0.820513,0.836996,0.836996,0.157509,0.216117,0.826007,0.847985,0.851648,0.822344,0.851648,0.128205,0.128205,0.206960,0.228938,0.829670,0.179487,0.130037,0.115385,0.124542,0.260073,0.855311,0.844322,0.807692,0.846154,0.822344,0.866300,0.904762,0.827839,0.849817,0.935897,0.159341,0.838828,0.796703,0.787546,0.729927,0.818681,0.827839,0.846154,0.844322,0.808673,0.831502,0.815018,0.000000,0.108059,0.108059,0.822344,0.842491,0.811355,0.838828,0.897436,0.818681,0.802198,0.787952,0.853480,0.265568,0.827839,0.807692,0.816850,0.836996,0.826007,0.857143,0.827839,0.824176,0.844322,0.840659,0.838828,0.860806,0.838828,0.831502,0.838828,0.833333,0.831502,0.818681,0.835165,0.793040,0.833333,0.831502,0.844322,0.109890,0.831502,0.866300,0.855311,0.890110,0.877289,0.100733,0.846154,0.827839,0.855311,0.324176,0.831502,0.840659,0.827839,0.835165,0.847985,0.822344,0.853480,0.835165,0.849817,0.836996,0.846154,0.853480,0.809524,0.849817,0.849817,0.846154,0.860806,0.851648,0.809524,0.853480,0.853480,0.851648,0.827839,0.858974,0.854749,0.835165,0.866300,0.829670,0.831502,0.836996,0.835165,0.108059,0.818681,0.835165,0.868132,0.836996,0.826007
AME15905__KT878961.1,0.834633,0.845554,0.806517,0.856905,0.549912,0.836193,0.826833,0.834633,0.845554,0.845554,0.166927,0.202808,0.840874,0.850234,0.848485,0.833073,0.854914,0.146646,0.106084,0.196568,0.223089,0.812793,0.176287,0.134165,0.110764,0.129485,0.280672,0.854914,0.848586,0.809672,0.858034,0.831513,0.867395,0.901716,0.836193,0.855346,0.943396,0.149766,0.823713,0.811232,0.790952,0.715328,0.828393,0.837754,0.862715,0.838141,0.783163,0.839314,0.823713,0.108059,0.000000,0.157566,0.837754,0.858034,0.811475,0.840874,0.900156,0.827697,0.816901,0.783133,0.830088,0.274571,0.839314,0.809600,0.807874,0.837754,0.833071,0.850234,0.833073,0.832812,0.851794,0.842434,0.843994,0.858034,0.843994,0.840874,0.848674,0.839314,0.842434,0.833073,0.840874,0.808112,0.834633,0.836193,0.848000,0.132605,0.843994,0.864780,0.865835,0.893916,0.876755,0.140678,0.859594,0.840874,0.848674,0.351181,0.837754,0.843333,0.831513,0.843994,0.858034,0.833333,0.837705,0.841762,0.853354,0.842434,0.840984,0.829181,0.801872,0.848485,0.853354,0.848631,0.847826,0.850234,0.823713,0.863208,0.856474,0.865835,0.844800,0.861154,0.843575,0.847114,0.865835,0.836193,0.842434,0.843800,0.836193,0.185484,0.808112,0.828179,0.855335,0.836767,0.826833
AME15895__KT878959.1,0.833073,0.837754,0.808554,0.855241,0.558669,0.837754,0.828393,0.834633,0.847114,0.847114,0.171607,0.213729,0.850234,0.853354,0.846890,0.837754,0.845554,0.107644,0.143526,0.204368,0.237129,0.804992,0.170047,0.160686,0.170047,0.165367,0.273950,0.856474,0.838602,0.808112,0.840874,0.829953,0.858034,0.898596,0.833073,0.849057,0.937107,0.160686,0.833073,0.809672,0.800312,0.722628,0.834633,0.831513,0.854914,0.831731,0.790816,0.834633,0.822153,0.108059,0.157566,0.000000,0.833073,0.859594,0.803279,0.842434,0.904836,0.819646,0.815336,0.795181,0.837168,0.262090,0.850234,0.825600,0.815748,0.829953,0.834646,0.862715,0.837754,0.837500,0.845554,0.850234,0.847114,0.867395,0.847114,0.836193,0.848674,0.842434,0.845554,0.825273,0.831513,0.803432,0.836193,0.834633,0.849600,0.146646,0.843994,0.858491,0.864275,0.895476,0.873635,0.111864,0.853354,0.834633,0.854914,0.346457,0.837754,0.848333,0.831513,0.828393,0.848674,0.838050,0.840984,0.833605,0.856474,0.839314,0.834426,0.836299,0.815913,0.842105,0.853354,0.843800,0.841137,0.845554,0.825273,0.852201,0.858034,0.851794,0.828800,0.856474,0.845438,0.842434,0.867395,0.836193,0.837754,0.840580,0.847114,0.156452,0.820593,0.831615,0.844485,0.839937,0.817473
YP_009227290__KT454512,0.647757,0.711082,0.784114,0.557404,0.842382,0.717678,0.644793,0.660950,0.655360,0.664908,0.831513,0.834633,0.546995,0.828283,0.803828,0.606759,0.819885,0.837754,0.837754,0.834633,0.843994,0.822458,0.826833,0.845554,0.839314,0.837754,0.838655,0.818462,0.811980,0.826152,0.810185,0.618734,0.820242,0.865443,0.622189,0.822327,0.916667,0.842434,0.708443,0.812112,0.816199,0.762774,0.649077,0.625330,0.818452,0.812500,0.760204,0.586060,0.598945,0.822344,0.837754,0.833073,0.000000,0.637883,0.808197,0.633245,0.881129,0.816425,0.818466,0.792771,0.823009,0.845554,0.638522,0.808000,0.815748,0.591049,0.503937,0.822021,0.646438,0.614062,0.638681,0.632684,0.659631,0.818862,0.653673,0.591750,0.632440,0.672823,0.653203,0.621372,0.608637,0.836090,0.651389,0.641161,0.811200,0.834633,0.647757,0.820755,0.817771,0.868778,0.850679,0.822034,0.829480,0.622189,0.826220,0.847244,0.628186,0.793333,0.641161,0.639842,0.828411,0.482704,0.809836,0.799347,0.815906,0.641161,0.808197,0.811388,0.830816,0.810207,0.835517,0.816425,0.816054,0.819885,0.814371,0.816038,0.823620,0.803625,0.811200,0.812596,0.800745,0.809240,0.844802,0.617247,0.643799,0.814815,0.736148,0.833871,0.812500,0.807560,0.833635,0.811410,0.816692
YP_009215301__KP729195,0.618384,0.704735,0.804481,0.577371,0.856392,0.713092,0.680456,0.675487,0.671309,0.676880,0.865835,0.862715,0.639445,0.808081,0.799043,0.655914,0.812680,0.864275,0.872075,0.870515,0.873635,0.833080,0.865835,0.873635,0.868955,0.858034,0.845378,0.829231,0.810316,0.839525,0.808642,0.644847,0.812689,0.892966,0.673163,0.841195,0.938679,0.868955,0.683844,0.836957,0.834891,0.781022,0.647632,0.635097,0.824405,0.807692,0.778061,0.651494,0.643454,0.842491,0.858034,0.859594,0.637883,0.000000,0.826230,0.629526,0.866270,0.832528,0.824726,0.824096,0.807080,0.862715,0.644847,0.820800,0.825197,0.614198,0.622047,0.819005,0.662953,0.656250,0.683658,0.697151,0.675487,0.817365,0.691154,0.654339,0.677083,0.688022,0.701950,0.612813,0.630919,0.839098,0.682451,0.657382,0.814400,0.867395,0.646240,0.836478,0.826807,0.879336,0.843137,0.869492,0.842486,0.676162,0.826220,0.864567,0.670165,0.801667,0.612813,0.628134,0.808720,0.632075,0.803279,0.799347,0.826215,0.664345,0.806557,0.800712,0.824773,0.803828,0.822416,0.818035,0.831104,0.811239,0.826347,0.827044,0.828221,0.817221,0.820800,0.811060,0.817505,0.812221,0.824305,0.650530,0.654596,0.806763,0.678273,0.875806,0.833333,0.798969,0.804702,0.808241,0.828614
ALR74754__KT965075.1,0.826230,0.814754,0.619145,0.828619,0.800350,0.803279,0.808197,0.806557,0.800000,0.827869,0.811475,0.800000,0.821311,0.811475,0.800000,0.822951,0.824590,0.798361,0.804918,0.800000,0.813115,0.424590,0.808197,0.816393,0.814754,0.813115,0.806723,0.832787,0.816972,0.418033,0.795082,0.808197,0.822951,0.890164,0.806557,0.840984,0.934426,0.806557,0.818033,0.413115,0.449180,0.354015,0.808197,0.806557,0.819672,0.798361,0.522959,0.827869,0.793443,0.811355,0.811475,0.803279,0.808197,0.826230,0.000000,0.811475,0.881967,0.396721,0.391803,0.387952,0.805310,0.804918,0.826230,0.588525,0.611475,0.822951,0.811475,0.821311,0.804918,0.808197,0.811475,0.809836,0.806557,0.804918,0.818033,0.824590,0.816393,0.816393,0.818033,0.813115,0.803279,0.383607,0.811475,0.822951,0.813115,0.808197,0.811475,0.826230,0.827869,0.873770,0.840984,0.803390,0.818033,0.811475,0.822951,0.803279,0.809836,0.793333,0.811475,0.795082,0.819672,0.816393,0.796721,0.800000,0.839344,0.822951,0.813115,0.806050,0.593443,0.796721,0.818033,0.798361,0.822742,0.824590,0.614754,0.822951,0.827869,0.800000,0.798361,0.819672,0.832402,0.824590,0.822951,0.826230,0.821311,0.798361,0.822951,0.809836,0.613115,0.816151,0.815552,0.832787,0.609836
AKG54800__KP281720.1,0.634817,0.675393,0.786151,0.519135,0.831874,0.675393,0.646220,0.667539,0.603799,0.609948,0.836193,0.840874,0.491525,0.813853,0.808612,0.560676,0.805476,0.833073,0.839314,0.840874,0.833073,0.836115,0.839314,0.845554,0.836193,0.840874,0.833613,0.843077,0.818636,0.824666,0.814815,0.522251,0.821752,0.871560,0.628186,0.841195,0.933962,0.839314,0.698953,0.829193,0.820872,0.762774,0.507853,0.554974,0.822917,0.801282,0.775510,0.560455,0.534031,0.838828,0.840874,0.842434,0.633245,0.629526,0.811475,0.000000,0.872214,0.819646,0.818466,0.790361,0.812389,0.856474,0.523560,0.814400,0.823622,0.026235,0.581102,0.832579,0.632199,0.578125,0.629685,0.625187,0.667539,0.809880,0.646177,0.561878,0.632440,0.671466,0.649025,0.526178,0.573549,0.828571,0.655556,0.621728,0.816000,0.839314,0.524869,0.838050,0.831325,0.880845,0.853695,0.837288,0.848266,0.616192,0.839939,0.836220,0.625187,0.791667,0.363874,0.390052,0.810127,0.577044,0.804918,0.799347,0.833579,0.626963,0.806557,0.795374,0.820242,0.807018,0.815138,0.808374,0.816054,0.808357,0.818862,0.833333,0.834356,0.815710,0.800000,0.817204,0.815642,0.792846,0.836018,0.586989,0.463351,0.808374,0.681937,0.843548,0.819940,0.807560,0.824593,0.795563,0.821162
AIW53333__KM254174.1,0.876672,0.876672,0.867617,0.865225,0.887916,0.878158,0.890045,0.876672,0.878158,0.869242,0.904836,0.898596,0.892142,0.873700,0.870813,0.890937,0.912333,0.904836,0.906396,0.901716,0.903276,0.899848,0.898596,0.903276,0.897036,0.906396,0.902521,0.883077,0.886855,0.904903,0.868827,0.872214,0.880665,0.709480,0.892054,0.897799,0.946541,0.903276,0.878158,0.905280,0.900312,0.868613,0.864785,0.864785,0.870536,0.873397,0.846939,0.885587,0.876672,0.897436,0.900156,0.904836,0.881129,0.866270,0.881967,0.872214,0.000000,0.893720,0.896714,0.889157,0.872566,0.903276,0.863299,0.881600,0.888189,0.887346,0.880315,0.883861,0.857355,0.878125,0.899550,0.901049,0.881129,0.860778,0.905547,0.906389,0.904762,0.881129,0.907875,0.875186,0.878158,0.902256,0.881129,0.863299,0.872000,0.903276,0.854383,0.886792,0.887048,0.909502,0.894419,0.903390,0.878158,0.898051,0.882622,0.896063,0.895052,0.873333,0.876672,0.869242,0.876672,0.894654,0.877049,0.884176,0.882615,0.893016,0.875410,0.880783,0.898792,0.880383,0.867756,0.863124,0.887960,0.890045,0.887725,0.886792,0.883436,0.882175,0.865600,0.872504,0.890130,0.874814,0.867756,0.883510,0.866270,0.864734,0.884101,0.906452,0.897321,0.874570,0.867993,0.890650,0.882265
BAR72999__LC011425.1,0.822866,0.800322,0.608961,0.831947,0.819615,0.809984,0.809984,0.803543,0.834138,0.835749,0.829308,0.835749,0.826087,0.819646,0.800322,0.840580,0.830918,0.822866,0.832528,0.814815,0.814815,0.426731,0.822866,0.824477,0.834138,0.838969,0.830252,0.822866,0.815308,0.463768,0.801932,0.808374,0.818035,0.882448,0.813205,0.835749,0.938808,0.827697,0.837359,0.434783,0.449275,0.343066,0.824477,0.805153,0.829308,0.790660,0.551020,0.829308,0.818035,0.818681,0.827697,0.819646,0.816425,0.832528,0.396721,0.819646,0.893720,0.000000,0.444444,0.421687,0.805310,0.806763,0.819646,0.626409,0.619968,0.816425,0.827697,0.832528,0.806763,0.813205,0.829308,0.819646,0.818035,0.813205,0.819646,0.829308,0.821256,0.819646,0.814815,0.816425,0.816425,0.288245,0.813205,0.824477,0.816425,0.824477,0.821256,0.834138,0.840580,0.876006,0.851852,0.830508,0.824477,0.816425,0.819646,0.824477,0.821256,0.803333,0.824477,0.821256,0.824477,0.830918,0.806557,0.800979,0.845411,0.818035,0.809836,0.798932,0.607085,0.803543,0.818035,0.790660,0.821070,0.835749,0.613527,0.819646,0.829308,0.809984,0.806763,0.845411,0.824953,0.822866,0.821256,0.826087,0.824477,0.792271,0.837359,0.835484,0.624799,0.821306,0.817360,0.834138,0.613527
YP_009130650__AB937988,0.818466,0.813772,0.606925,0.818636,0.807356,0.832551,0.810642,0.809077,0.815336,0.815336,0.823161,0.823161,0.810642,0.824726,0.805423,0.818466,0.838811,0.812207,0.813772,0.813772,0.826291,0.458529,0.820031,0.815336,0.818466,0.818466,0.808403,0.840376,0.813644,0.474178,0.807512,0.801252,0.837246,0.902973,0.807512,0.845912,0.935535,0.813772,0.827856,0.236307,0.472613,0.343066,0.823161,0.818466,0.834116,0.807692,0.492347,0.815336,0.804382,0.802198,0.816901,0.815336,0.818466,0.824726,0.391803,0.818466,0.896714,0.444444,0.000000,0.433735,0.807080,0.821596,0.832551,0.595200,0.628346,0.813772,0.811024,0.827856,0.809077,0.805947,0.815336,0.810642,0.804382,0.826291,0.810642,0.815336,0.816901,0.809077,0.807512,0.790297,0.810642,0.442879,0.805947,0.826291,0.817600,0.813772,0.829421,0.842767,0.832551,0.873239,0.852895,0.805085,0.845070,0.807512,0.834116,0.806299,0.809077,0.806667,0.807512,0.805947,0.840376,0.822327,0.809836,0.812398,0.846635,0.826291,0.811475,0.800712,0.613459,0.807018,0.830986,0.808374,0.814381,0.851330,0.619718,0.839623,0.840376,0.816901,0.812800,0.830986,0.824953,0.843505,0.838811,0.823161,0.816901,0.808374,0.838811,0.814516,0.629108,0.817869,0.811935,0.833597,0.633803
BAR42282__LC011438.1,0.792771,0.802410,0.696386,0.816867,0.787952,0.821687,0.812048,0.807229,0.831325,0.831325,0.792771,0.787952,0.780723,0.828916,0.814458,0.828916,0.828916,0.778313,0.787952,0.778313,0.797590,0.445783,0.790361,0.783133,0.795181,0.800000,0.802410,0.828916,0.845783,0.450602,0.814458,0.792771,0.824096,0.903614,0.804819,0.819277,0.874699,0.790361,0.826506,0.431325,0.462651,0.343066,0.802410,0.783133,0.836145,0.812048,0.711735,0.821687,0.775904,0.787952,0.783133,0.795181,0.792771,0.824096,0.387952,0.790361,0.889157,0.421687,0.433735,0.000000,0.814458,0.783133,0.814458,0.604819,0.612048,0.790361,0.787952,0.840964,0.775904,0.775904,0.824096,0.816867,0.826506,0.831325,0.804819,0.826506,0.819277,0.804819,0.814458,0.773494,0.775904,0.409639,0.814458,0.797590,0.821687,0.792771,0.814458,0.828916,0.840964,0.845783,0.865060,0.785542,0.828916,0.814458,0.824096,0.790361,0.797590,0.819277,0.783133,0.797590,0.865060,0.795181,0.828916,0.812048,0.840964,0.800000,0.836145,0.812048,0.573494,0.814458,0.828916,0.807229,0.845783,0.828916,0.592771,0.819277,0.831325,0.824096,0.816867,0.862651,0.853012,0.838554,0.831325,0.795181,0.787952,0.809639,0.826506,0.778313,0.609639,0.831325,0.838554,0.821687,0.585542
YP_009154712__KP733794,0.814159,0.801770,0.790224,0.815929,0.833628,0.792920,0.814159,0.808850,0.805310,0.800000,0.833628,0.840708,0.807080,0.755752,0.704425,0.807080,0.821239,0.831858,0.837168,0.830088,0.837168,0.808850,0.828319,0.828319,0.835398,0.835398,0.840708,0.755752,0.773451,0.810619,0.684956,0.798230,0.759292,0.877876,0.823009,0.773451,0.897345,0.819469,0.801770,0.803540,0.803540,0.759124,0.800000,0.794690,0.761062,0.688496,0.765306,0.805310,0.785841,0.853480,0.830088,0.837168,0.823009,0.807080,0.805310,0.812389,0.872566,0.805310,0.807080,0.814458,0.000000,0.833628,0.817699,0.787611,0.801770,0.814159,0.800000,0.755752,0.792920,0.792920,0.812389,0.833628,0.814159,0.792920,0.824779,0.805310,0.812389,0.819469,0.823009,0.805310,0.791150,0.808850,0.789381,0.784071,0.738053,0.833628,0.803540,0.776991,0.761062,0.810619,0.784071,0.840708,0.752212,0.821239,0.761062,0.837168,0.815929,0.700885,0.803540,0.808850,0.768142,0.810619,0.692035,0.695575,0.769912,0.789381,0.693805,0.450178,0.789381,0.700885,0.757522,0.688496,0.784071,0.824779,0.792920,0.761062,0.759292,0.695575,0.700885,0.794690,0.808194,0.782301,0.782301,0.789381,0.805310,0.695575,0.810619,0.840708,0.801770,0.746903,0.802893,0.801770,0.803540
AID57413__KJ396347.1,0.839314,0.850234,0.806517,0.863561,0.562172,0.836193,0.836193,0.842434,0.848674,0.843994,0.265211,0.268331,0.840874,0.867395,0.850080,0.843994,0.843994,0.249610,0.258970,0.269891,0.277691,0.819033,0.263651,0.257410,0.271451,0.255850,0.257143,0.851794,0.840266,0.820593,0.851794,0.836193,0.861154,0.898596,0.839314,0.853774,0.938679,0.252730,0.834633,0.809672,0.803432,0.726277,0.839314,0.831513,0.854914,0.833333,0.795918,0.843994,0.836193,0.265568,0.274571,0.262090,0.845554,0.862715,0.804918,0.856474,0.903276,0.806763,0.821596,0.783133,0.833628,0.000000,0.836193,0.816000,0.823622,0.848674,0.836220,0.865835,0.845554,0.850000,0.848674,0.845554,0.843994,0.861154,0.839314,0.840874,0.845554,0.845554,0.858034,0.842434,0.850234,0.804992,0.839314,0.839314,0.849600,0.280811,0.840874,0.860063,0.856474,0.893916,0.881435,0.264407,0.853354,0.840874,0.858034,0.377953,0.840874,0.835000,0.828393,0.836193,0.851794,0.842767,0.837705,0.835237,0.858034,0.842434,0.836066,0.830961,0.820593,0.851675,0.859594,0.851852,0.856187,0.842434,0.822153,0.856918,0.858034,0.859594,0.843200,0.865835,0.839851,0.850234,0.876755,0.853354,0.843994,0.850242,0.842434,0.296774,0.819033,0.821306,0.848101,0.841521,0.836193
AII82250__KM017744.1,0.648241,0.682161,0.794297,0.542429,0.833625,0.685930,0.649073,0.683019,0.588874,0.620603,0.834633,0.859594,0.539291,0.819625,0.803828,0.563748,0.798271,0.839314,0.834633,0.850234,0.842434,0.842185,0.833073,0.842434,0.836193,0.839314,0.828571,0.830769,0.828619,0.839525,0.811728,0.566583,0.818731,0.888379,0.647676,0.831761,0.929245,0.834633,0.711055,0.835404,0.825545,0.773723,0.327889,0.586118,0.825893,0.804487,0.770408,0.583215,0.584284,0.827839,0.839314,0.850234,0.638522,0.644847,0.826230,0.523560,0.863299,0.819646,0.832551,0.814458,0.817699,0.836193,0.000000,0.822400,0.818898,0.456790,0.595276,0.834087,0.644330,0.610938,0.646177,0.643178,0.680905,0.811377,0.659670,0.580370,0.647321,0.689698,0.667131,0.590452,0.570850,0.827068,0.630556,0.642766,0.796800,0.833073,0.244975,0.825472,0.826807,0.880845,0.847662,0.832203,0.832370,0.640180,0.838415,0.847244,0.641679,0.800000,0.532663,0.511980,0.808720,0.588050,0.806557,0.800979,0.827688,0.645729,0.791803,0.811388,0.824773,0.808612,0.825328,0.803543,0.816054,0.806916,0.824850,0.820755,0.828221,0.814199,0.798400,0.809524,0.819367,0.813711,0.828697,0.611195,0.519380,0.801932,0.711055,0.837097,0.813988,0.821306,0.824593,0.793978,0.813711
AIT18928__KJ495710.1,0.814400,0.803200,0.598778,0.823627,0.819615,0.800000,0.804800,0.808000,0.808000,0.817600,0.822400,0.820800,0.808000,0.828800,0.814400,0.806400,0.820800,0.812800,0.809600,0.827200,0.830400,0.598400,0.820800,0.824000,0.828800,0.806400,0.791597,0.830400,0.815308,0.588800,0.806400,0.787200,0.824000,0.900800,0.795200,0.840000,0.931200,0.801600,0.833600,0.593600,0.588800,0.503650,0.808000,0.801600,0.822400,0.815705,0.500000,0.816000,0.790400,0.807692,0.809600,0.825600,0.808000,0.820800,0.588525,0.814400,0.881600,0.626409,0.595200,0.604819,0.787611,0.816000,0.822400,0.000000,0.539200,0.819200,0.817600,0.836800,0.795200,0.801600,0.792000,0.796800,0.801600,0.811200,0.804800,0.816000,0.800000,0.806400,0.801600,0.816000,0.806400,0.598400,0.816000,0.825600,0.812800,0.827200,0.816000,0.838400,0.828800,0.880000,0.849600,0.820339,0.833600,0.800000,0.833600,0.820800,0.796800,0.786667,0.816000,0.804800,0.819200,0.820800,0.796721,0.800979,0.838400,0.817600,0.803279,0.804270,0.548800,0.809600,0.822400,0.809984,0.811037,0.836800,0.555200,0.833600,0.836800,0.808000,0.816000,0.827200,0.804469,0.836800,0.836800,0.814400,0.811200,0.809984,0.835200,0.824194,0.552000,0.819588,0.817360,0.819200,0.553600
