species,ALA40028,ANO39503,YP_009259490,ANM72090,YP_009256211,YP_009186840,YP_009241376,BAU88511,AGF85783,AAM93275,AAF61213,AAB95451,ADI60256,ADI60252,YP_009229908,AME15910,AME15905,YP_009227290,YP_009215301,ALR74754,Q90185,BAS32608,AKG54800,AIE58040,BAR72999,YP_009130650,YP_009154712,YP_009134732,AIF74198,AJI02597,YP_227600,NP_694834,NP_051020,AIT71975,P27454,AIZ50117,AID57413,AIY27459,AII82250,AIT18928,AIC77176,YP_002887625,AES86015,AEI99170,AEI99166,ADM26648,YP_002916059,ACR15778,ACR15767,ACJ38931,ACF94533,ABK00521,YP_271915,AAU88153,AAG10007,YP_004678720,YP_009010974,AHK26987,AHK26969,AHA86835,YP_008658568,YP_008766862,AGW95844,AGW23423,AGS15085,AGS15077,AGS15053,AGS15039,AGK45548,AGL09957,AGL09956,YP_007003823,AFV48069,AFK85003,YP_164339,NP_874381,NP_694838,NP_694843,YP_006589928,AFH96872,AFK91980,AFD01617,AFC75858,ABV71710,AAA66612,AEX38011,AEX30511,AEQ76796,AEP95278,AEO37421,AEO37417,AEM37643,AEM37606,AEM37593,ACT09660,ADP36995,AAL91012,AAD13755,ADN44566,ADD17085,ADF32027,ADK34009,AAR26464,AAR07954,AAC40229,AAA83224,AAA74973,AAC03775,ADB20207,ADD22705,ACD37375,ABY67706,ABY67682,AAO32086,AAN03856,AAN03854,AAL09673,AAL09671,AAD27758,AAA67108,AAY45700,AAN41665,AAL55416,AAT46336,AAF61212,AAC58044,AAA83229,AAA69566,AAA66866,ACI01073,ACH81927,ACL31580,ABI16638,ABC69727,ABB76814,CAA66227,CAA25689,AIQ82699,ACV52075,U34255,M81888,U34256,AAC40694
ADB20207,0.844482,0.463211,0.802676,0.152174,0.901338,0.817726,0.826087,0.816054,0.812709,0.822742,0.784281,0.750836,0.817726,0.814381,0.807692,0.847826,0.847826,0.816054,0.831104,0.822742,0.872910,0.826087,0.816054,0.759494,0.821070,0.814381,0.784071,0.896373,0.851138,0.866221,0.894097,0.904682,0.901487,0.903010,0.894649,0.738832,0.856187,0.819398,0.816054,0.811037,0.844482,0.905109,0.816054,0.812709,0.809365,0.787625,0.822742,0.831104,0.827759,0.822742,0.772575,0.772575,0.892919,0.775920,0.896321,0.906355,0.817726,0.826087,0.812709,0.780936,0.903030,0.885870,0.792642,0.882943,0.829431,0.824415,0.834448,0.819398,0.831104,0.816054,0.826087,0.907942,0.816054,0.827759,0.897993,0.896226,0.899666,0.896127,0.901338,0.814381,0.886239,0.750836,0.891182,0.797659,0.861017,0.790970,0.821070,0.787625,0.846154,0.822742,0.824415,0.770903,0.799331,0.806020,0.789298,0.822742,0.807692,0.730769,0.779264,0.752508,0.787625,0.806020,0.729097,0.758007,0.819398,0.759197,0.795987,0.750836,0.000000,0.812709,0.822742,0.772575,0.784281,0.759197,0.752508,0.749164,0.787625,0.668529,0.754181,0.822742,0.812709,0.913043,0.804348,0.769231,0.797659,0.765886,0.755853,0.819398,0.799331,0.884615,0.812709,0.812709,0.742475,0.804348,0.760870,0.859532,0.826087,0.883186,0.884615,0.822742,0.827759,0.824415,0.827759
ADD22705,0.848674,0.824773,0.806916,0.818636,0.899853,0.835404,0.828660,0.785303,0.791066,0.839286,0.815476,0.823718,0.796830,0.795389,0.805476,0.850234,0.850234,0.819885,0.811239,0.824590,0.900576,0.829123,0.808357,0.799277,0.835749,0.851330,0.824779,0.892919,0.845884,0.900576,0.892361,0.900576,0.884758,0.912104,0.904899,0.809278,0.842434,0.814093,0.806916,0.836800,0.833071,0.886861,0.811728,0.798271,0.806299,0.832579,0.804035,0.804688,0.809375,0.804688,0.829563,0.829563,0.896373,0.825038,0.900576,0.904335,0.808096,0.817091,0.798271,0.832335,0.896970,0.880435,0.572108,0.905405,0.809595,0.811012,0.804035,0.818444,0.837719,0.801153,0.791066,0.889892,0.842105,0.812680,0.897695,0.894340,0.899135,0.873239,0.902017,0.802594,0.910092,0.825301,0.878049,0.850679,0.842373,0.828035,0.808096,0.835366,0.845669,0.809595,0.805097,0.820000,0.815562,0.801153,0.828530,0.806604,0.818182,0.814754,0.828616,0.807504,0.821797,0.806916,0.826230,0.809609,0.835347,0.819777,0.839884,0.816425,0.812709,0.000000,0.838323,0.816038,0.825153,0.827795,0.811200,0.815409,0.821813,0.811918,0.815409,0.835735,0.804382,0.894813,0.821162,0.816720,0.844802,0.818620,0.819777,0.841499,0.819672,0.903458,0.809380,0.806916,0.819646,0.817003,0.822967,0.854839,0.842262,0.890265,0.900901,0.837798,0.833832,0.837798,0.833085
ACD37375,0.819033,0.850453,0.838323,0.825291,0.911677,0.627329,0.604361,0.826347,0.806886,0.276946,0.838323,0.790064,0.826347,0.836826,0.803892,0.836193,0.823713,0.814371,0.826347,0.614754,0.887725,0.625749,0.818862,0.817360,0.613527,0.619718,0.792920,0.905009,0.816112,0.881737,0.897569,0.904192,0.905204,0.908683,0.889222,0.814433,0.822153,0.809595,0.824850,0.555200,0.321260,0.881387,0.816358,0.830838,0.826772,0.841629,0.811377,0.809375,0.803125,0.809375,0.843137,0.843137,0.889465,0.843137,0.895210,0.895210,0.815592,0.823088,0.806886,0.824850,0.872727,0.891304,0.817750,0.899399,0.821589,0.814371,0.817365,0.820359,0.440120,0.811377,0.815868,0.904332,0.631579,0.824850,0.904192,0.875472,0.905689,0.889085,0.899701,0.818862,0.888073,0.846386,0.885553,0.861237,0.822034,0.836826,0.811094,0.850610,0.828346,0.815592,0.817091,0.798333,0.818862,0.814371,0.841317,0.817610,0.841317,0.791803,0.850629,0.802610,0.850299,0.823353,0.800000,0.797153,0.350453,0.800638,0.844311,0.798712,0.822742,0.838323,0.000000,0.845912,0.852761,0.815710,0.793600,0.808989,0.831029,0.824953,0.800963,0.278443,0.812207,0.914671,0.850299,0.805466,0.847305,0.802568,0.808612,0.276946,0.848802,0.886228,0.824508,0.818862,0.800322,0.830838,0.803828,0.830645,0.281437,0.904425,0.899399,0.278443,0.290419,0.278443,0.211078
ABY67706,0.858491,0.784591,0.831761,0.777038,0.888365,0.836478,0.831761,0.828616,0.833333,0.845912,0.786164,0.761218,0.823899,0.830189,0.827044,0.852201,0.863208,0.816038,0.827044,0.822951,0.889937,0.828616,0.833333,0.797468,0.819646,0.839623,0.761062,0.894646,0.847636,0.885220,0.895833,0.900943,0.905204,0.896226,0.894654,0.728522,0.856918,0.814465,0.820755,0.833600,0.851969,0.897810,0.844340,0.827044,0.840945,0.455975,0.817610,0.827044,0.825472,0.822327,0.462264,0.459119,0.905009,0.460692,0.897799,0.899371,0.827044,0.828616,0.814465,0.789308,0.870707,0.887681,0.822504,0.897799,0.822327,0.827044,0.816038,0.820755,0.841195,0.830189,0.823899,0.897112,0.827044,0.836478,0.893082,0.883019,0.900943,0.883803,0.904088,0.822327,0.893578,0.490566,0.896811,0.545597,0.850847,0.564465,0.819182,0.327044,0.859843,0.822327,0.820755,0.745000,0.831761,0.825472,0.748428,0.844340,0.784591,0.755738,0.132075,0.745514,0.676101,0.823899,0.752459,0.765125,0.838050,0.749601,0.789308,0.760064,0.772575,0.816038,0.845912,0.000000,0.331761,0.762579,0.766400,0.760835,0.759434,0.769088,0.760835,0.850629,0.822327,0.910377,0.792453,0.760450,0.797170,0.757624,0.748006,0.845912,0.794025,0.894654,0.816038,0.831761,0.755233,0.822327,0.752791,0.856452,0.847484,0.904425,0.900943,0.845912,0.849057,0.844340,0.853774
ABY67682,0.854914,0.757669,0.834356,0.785358,0.907975,0.844720,0.836449,0.822086,0.823620,0.846626,0.788344,0.761218,0.822086,0.825153,0.829755,0.853354,0.856474,0.823620,0.828221,0.827869,0.897239,0.829755,0.834356,0.799277,0.829308,0.840376,0.759292,0.899827,0.845884,0.894172,0.887153,0.898773,0.899628,0.894172,0.898773,0.714777,0.858034,0.834356,0.828221,0.836800,0.859843,0.892336,0.842593,0.822086,0.853543,0.444785,0.826687,0.837500,0.837500,0.840625,0.446319,0.447853,0.915371,0.447853,0.889571,0.891104,0.835890,0.838957,0.822086,0.789877,0.901010,0.880435,0.814580,0.888037,0.834356,0.835890,0.829755,0.829755,0.842025,0.829755,0.831288,0.895307,0.837423,0.837423,0.897239,0.896226,0.898773,0.878521,0.901840,0.825153,0.906422,0.458589,0.878049,0.544479,0.850847,0.570552,0.837423,0.246933,0.869291,0.829755,0.832822,0.751667,0.837423,0.826687,0.762270,0.842767,0.785276,0.759016,0.382075,0.758564,0.697853,0.831288,0.762295,0.763345,0.848160,0.760766,0.789877,0.763285,0.784281,0.825153,0.852761,0.331761,0.000000,0.773006,0.766400,0.765650,0.766513,0.769088,0.768860,0.842025,0.841941,0.906442,0.783742,0.762058,0.806748,0.764045,0.749601,0.840491,0.777607,0.894172,0.838957,0.823620,0.758454,0.826687,0.760766,0.867742,0.846626,0.906195,0.897239,0.842025,0.849693,0.843558,0.849693
AAO32086,0.850234,0.758308,0.808157,0.750416,0.897281,0.815217,0.816199,0.806647,0.811178,0.811178,0.759819,0.487179,0.827795,0.823263,0.815710,0.848674,0.865835,0.803625,0.817221,0.800000,0.888218,0.812689,0.815710,0.781193,0.809984,0.816901,0.695575,0.873921,0.833625,0.885196,0.887153,0.895770,0.895911,0.895770,0.877644,0.711340,0.859594,0.824773,0.814199,0.808000,0.806299,0.901460,0.825617,0.824773,0.833071,0.770393,0.809668,0.817187,0.809375,0.814063,0.771903,0.770393,0.903282,0.774924,0.904834,0.907855,0.811178,0.823263,0.809668,0.773414,0.870707,0.884058,0.809826,0.901813,0.821752,0.817221,0.811178,0.821752,0.818731,0.808157,0.817221,0.902527,0.817221,0.818731,0.909366,0.907547,0.901813,0.887324,0.904834,0.812689,0.904587,0.773414,0.881801,0.793051,0.850847,0.767372,0.821752,0.766768,0.861417,0.818731,0.812689,0.528333,0.818731,0.818731,0.752266,0.830189,0.783988,0.531148,0.772013,0.575856,0.783988,0.820242,0.534426,0.670819,0.814199,0.580542,0.767372,0.487923,0.759197,0.827795,0.815710,0.762579,0.773006,0.000000,0.492800,0.481541,0.764977,0.763501,0.484751,0.809668,0.820031,0.904834,0.787009,0.469453,0.779456,0.475120,0.582137,0.808157,0.782477,0.904834,0.821483,0.814199,0.481481,0.802115,0.582137,0.853226,0.808157,0.895575,0.906344,0.806647,0.812689,0.808157,0.812689
AAN03856,0.832000,0.732800,0.798400,0.765391,0.910400,0.817600,0.809600,0.796800,0.800000,0.793600,0.742400,0.139423,0.825600,0.820800,0.804800,0.835200,0.844800,0.811200,0.820800,0.798361,0.889600,0.795200,0.800000,0.779385,0.806763,0.812800,0.700885,0.882556,0.842382,0.892800,0.906250,0.894400,0.882900,0.904000,0.883200,0.716495,0.843200,0.808000,0.798400,0.816000,0.800000,0.903285,0.812800,0.824000,0.835200,0.766400,0.814400,0.827200,0.820800,0.828800,0.772800,0.771200,0.892919,0.768000,0.913600,0.878400,0.812800,0.816000,0.804800,0.763200,0.872727,0.900362,0.817600,0.894400,0.808000,0.812800,0.806400,0.804800,0.801600,0.809600,0.811200,0.906137,0.808000,0.814400,0.899200,0.896226,0.894400,0.883803,0.904000,0.804800,0.897248,0.779200,0.900563,0.792000,0.838983,0.764800,0.804800,0.761600,0.856000,0.809600,0.801600,0.478333,0.812800,0.811200,0.726400,0.832000,0.788800,0.450820,0.771200,0.500816,0.769600,0.820800,0.459016,0.681495,0.792000,0.590400,0.752000,0.152979,0.752508,0.811200,0.793600,0.766400,0.766400,0.492800,0.000000,0.043339,0.761600,0.754190,0.052970,0.790400,0.820800,0.902400,0.792000,0.061093,0.750400,0.138042,0.593600,0.792000,0.788800,0.891200,0.828800,0.804800,0.161031,0.804800,0.598400,0.845161,0.793600,0.906195,0.902400,0.790400,0.790400,0.793600,0.795200
AAN03854,0.842697,0.751204,0.799358,0.762063,0.908507,0.805778,0.805778,0.804173,0.808989,0.796148,0.741573,0.109149,0.817014,0.817014,0.810594,0.853933,0.852327,0.802568,0.815409,0.798361,0.882825,0.794543,0.804173,0.777577,0.797101,0.812199,0.695575,0.889465,0.847636,0.879615,0.899306,0.895666,0.884758,0.905297,0.881220,0.704467,0.849117,0.821830,0.792937,0.810594,0.800963,0.903285,0.812199,0.813804,0.836276,0.759230,0.817014,0.826645,0.817014,0.828250,0.764045,0.762440,0.894646,0.765650,0.903692,0.886035,0.821830,0.823435,0.817014,0.762440,0.872727,0.889493,0.815409,0.898876,0.810594,0.802568,0.823435,0.815409,0.800963,0.812199,0.813804,0.900722,0.797753,0.817014,0.908507,0.901887,0.910112,0.894366,0.902087,0.813804,0.895413,0.772071,0.898687,0.792937,0.852542,0.754414,0.818620,0.760835,0.855538,0.815409,0.815409,0.455000,0.810594,0.815409,0.735152,0.833066,0.786517,0.437705,0.770465,0.492659,0.767255,0.815409,0.450820,0.665480,0.796148,0.582665,0.752809,0.119163,0.749164,0.815409,0.808989,0.760835,0.765650,0.481541,0.043339,0.000000,0.760835,0.737430,0.024077,0.794543,0.821830,0.898876,0.792937,0.028939,0.757624,0.107544,0.585875,0.794543,0.788122,0.886035,0.818620,0.813804,0.132045,0.791332,0.590690,0.854839,0.792937,0.893805,0.898876,0.794543,0.792937,0.792937,0.791332
AAL09673,0.856474,0.791091,0.807988,0.788686,0.901690,0.844720,0.845794,0.814132,0.821813,0.834101,0.734255,0.758013,0.826421,0.827957,0.812596,0.858034,0.861154,0.812596,0.811060,0.819672,0.897081,0.826421,0.817204,0.802893,0.845411,0.830986,0.794690,0.901554,0.849387,0.906298,0.895833,0.912442,0.871747,0.894009,0.901690,0.764605,0.865835,0.834101,0.809524,0.827200,0.833071,0.903285,0.837963,0.824885,0.834646,0.757296,0.812596,0.829688,0.831250,0.832812,0.760369,0.760369,0.908463,0.760369,0.901690,0.909370,0.832565,0.823349,0.818740,0.741935,0.872727,0.891304,0.808241,0.915515,0.837174,0.837174,0.824885,0.824885,0.831029,0.814132,0.807988,0.898917,0.834101,0.826421,0.904762,0.892453,0.906298,0.903169,0.909370,0.812596,0.886239,0.766513,0.883677,0.797235,0.864407,0.764977,0.829493,0.763441,0.862992,0.840246,0.834101,0.763333,0.812596,0.798771,0.714286,0.834906,0.721966,0.763934,0.765723,0.753670,0.752688,0.820276,0.765574,0.775801,0.826421,0.775120,0.754224,0.755233,0.787625,0.821813,0.831029,0.759434,0.766513,0.764977,0.761600,0.760835,0.000000,0.763501,0.759230,0.834101,0.834116,0.898618,0.745008,0.760450,0.741935,0.756019,0.778309,0.835637,0.741935,0.900154,0.832565,0.815668,0.756844,0.798771,0.773525,0.869355,0.820276,0.892035,0.912442,0.835637,0.835637,0.831029,0.823349
AAL09671,0.836127,0.689013,0.810056,0.675978,0.893855,0.834264,0.836127,0.789572,0.810056,0.823091,0.813780,0.757914,0.800745,0.802607,0.813780,0.843575,0.843575,0.800745,0.817505,0.832402,0.873371,0.830540,0.815642,0.756052,0.824953,0.824953,0.808194,0.899441,0.856611,0.895717,0.903166,0.895717,0.901304,0.899441,0.882682,0.782123,0.839851,0.804469,0.819367,0.804469,0.821229,0.888268,0.808194,0.804469,0.802607,0.787709,0.813780,0.813780,0.815642,0.815642,0.798883,0.795158,0.893855,0.793296,0.895717,0.901304,0.806331,0.797020,0.797020,0.802607,0.890909,0.893855,0.802607,0.901304,0.813780,0.813780,0.811918,0.798883,0.839851,0.811918,0.815642,0.893855,0.826816,0.821229,0.895717,0.898113,0.897579,0.886406,0.903166,0.810056,0.897579,0.791434,0.881801,0.819367,0.847300,0.797020,0.802607,0.787709,0.824953,0.795158,0.797020,0.750466,0.802607,0.808194,0.776536,0.802607,0.754190,0.770950,0.769088,0.770950,0.780261,0.815642,0.772812,0.798883,0.824953,0.787709,0.791434,0.750466,0.668529,0.811918,0.824953,0.769088,0.769088,0.763501,0.754190,0.737430,0.763501,0.000000,0.754190,0.824953,0.815642,0.891993,0.752328,0.735568,0.815642,0.744879,0.787709,0.826816,0.759777,0.891993,0.817505,0.817505,0.744879,0.802607,0.785847,0.847300,0.834264,0.897579,0.890130,0.828678,0.819367,0.826816,0.836127
AAD27758,0.849117,0.728732,0.800963,0.772047,0.894061,0.802568,0.805778,0.797753,0.812199,0.784912,0.744783,0.120385,0.813804,0.817014,0.804173,0.849117,0.842697,0.810594,0.812199,0.800000,0.881220,0.800963,0.804173,0.779385,0.792271,0.812199,0.697345,0.891192,0.847636,0.879615,0.887153,0.892456,0.903346,0.905297,0.876404,0.706186,0.852327,0.802568,0.792937,0.808989,0.797753,0.899635,0.817014,0.817014,0.836276,0.759230,0.813804,0.825040,0.815409,0.826645,0.764045,0.760835,0.891192,0.764045,0.903692,0.890851,0.831461,0.826645,0.818620,0.754414,0.886869,0.893116,0.810594,0.894061,0.810594,0.802568,0.825040,0.810594,0.799358,0.813804,0.808989,0.895307,0.799358,0.808989,0.911717,0.900000,0.905297,0.889085,0.900482,0.804173,0.893578,0.772071,0.885553,0.789727,0.852542,0.754414,0.817014,0.760835,0.855538,0.810594,0.810594,0.463333,0.804173,0.813804,0.736758,0.831461,0.788122,0.439344,0.773676,0.492659,0.768860,0.812199,0.450820,0.674377,0.791332,0.579454,0.752809,0.128824,0.754181,0.815409,0.800963,0.760835,0.768860,0.484751,0.052970,0.024077,0.759230,0.754190,0.000000,0.794543,0.818620,0.902087,0.781701,0.038585,0.759230,0.112360,0.582665,0.797753,0.788122,0.886035,0.823435,0.804173,0.133655,0.786517,0.587480,0.856452,0.789727,0.895575,0.897271,0.792937,0.792937,0.792937,0.797753
AAA67108,0.826833,0.832326,0.841886,0.813644,0.905744,0.627329,0.618380,0.833564,0.818308,0.084821,0.837798,0.791667,0.827881,0.826458,0.808599,0.828393,0.812793,0.826630,0.834262,0.593443,0.890430,0.641902,0.821082,0.820976,0.618357,0.621283,0.803540,0.901554,0.814361,0.883495,0.888889,0.912621,0.886617,0.909847,0.891817,0.819588,0.826833,0.796102,0.819695,0.547200,0.143307,0.881387,0.816358,0.829303,0.800000,0.849170,0.815534,0.796875,0.801562,0.804688,0.841629,0.849170,0.901554,0.849170,0.893204,0.886398,0.814093,0.811094,0.805825,0.815868,0.862626,0.878623,0.816165,0.888889,0.803598,0.809524,0.815534,0.811978,0.457602,0.823856,0.818308,0.879061,0.627068,0.830556,0.902913,0.873585,0.904300,0.880282,0.900139,0.832178,0.877064,0.841867,0.879925,0.862745,0.818644,0.843931,0.797601,0.842988,0.820472,0.808096,0.805097,0.803333,0.830791,0.822469,0.842475,0.794025,0.839046,0.793443,0.850629,0.805873,0.848306,0.830791,0.793443,0.814947,0.321752,0.795853,0.835517,0.793881,0.822742,0.835735,0.278443,0.850629,0.842025,0.809668,0.790400,0.794543,0.834101,0.824953,0.794543,0.000000,0.815336,0.905444,0.839046,0.790997,0.838946,0.791332,0.800638,0.026352,0.837556,0.904225,0.813918,0.830791,0.789050,0.841886,0.794258,0.827419,0.086310,0.899115,0.893393,0.037202,0.086826,0.028274,0.189270
AAY45700,0.834116,0.834116,0.636933,0.811980,0.882629,0.826291,0.826291,0.588419,0.596244,0.815336,0.835681,0.823718,0.608764,0.616588,0.610329,0.840376,0.837246,0.596244,0.643192,0.824590,0.893584,0.830986,0.582160,0.833635,0.822866,0.824726,0.792920,0.886010,0.821366,0.890454,0.885417,0.904538,0.897770,0.892019,0.892019,0.804124,0.845070,0.638498,0.605634,0.824000,0.817323,0.883212,0.582160,0.621283,0.623622,0.838811,0.225352,0.225352,0.225352,0.217527,0.841941,0.835681,0.906736,0.840376,0.890454,0.902973,0.633803,0.632238,0.632238,0.824726,0.866667,0.871377,0.787639,0.888889,0.655712,0.636933,0.633803,0.641628,0.816901,0.583725,0.604069,0.871841,0.830986,0.594679,0.906103,0.871698,0.892019,0.885563,0.892019,0.588419,0.878899,0.834116,0.870544,0.859155,0.830508,0.843505,0.643192,0.841941,0.842520,0.640063,0.638498,0.803333,0.572770,0.585290,0.813772,0.610063,0.820031,0.809836,0.828616,0.815661,0.846635,0.079812,0.813115,0.800712,0.812207,0.808612,0.835681,0.821256,0.812709,0.804382,0.812207,0.822327,0.841941,0.820031,0.820800,0.821830,0.834116,0.815642,0.818620,0.815336,0.000000,0.884194,0.823161,0.818328,0.841941,0.817014,0.810207,0.813772,0.820031,0.892019,0.086072,0.594679,0.813205,0.652582,0.810207,0.841935,0.810642,0.870796,0.895149,0.815336,0.810642,0.815336,0.813772
AAN41665,0.900156,0.894260,0.901146,0.906822,0.805596,0.902174,0.898754,0.895415,0.898281,0.901786,0.904762,0.908654,0.891117,0.893983,0.883954,0.904836,0.906396,0.908309,0.899713,0.898361,0.888252,0.909361,0.891117,0.891501,0.900161,0.906103,0.890265,0.739206,0.886165,0.893983,0.842014,0.840974,0.747212,0.849570,0.883954,0.886598,0.895476,0.886057,0.908309,0.897600,0.905512,0.788321,0.878086,0.898281,0.874016,0.909502,0.905444,0.896875,0.889062,0.884375,0.904977,0.904977,0.896373,0.906486,0.885387,0.814649,0.895052,0.892054,0.889685,0.899701,0.838384,0.836957,0.874802,0.885886,0.886057,0.888393,0.889685,0.878223,0.906433,0.898281,0.905444,0.761733,0.899248,0.904011,0.848138,0.798113,0.852436,0.822183,0.835244,0.905444,0.768807,0.902108,0.782364,0.917044,0.877966,0.910405,0.883058,0.902439,0.885039,0.883058,0.892054,0.886667,0.901146,0.888252,0.908309,0.904088,0.895678,0.906557,0.897799,0.907015,0.910162,0.901146,0.901639,0.900356,0.906344,0.910686,0.899563,0.909823,0.913043,0.894813,0.914671,0.910377,0.906442,0.904834,0.902400,0.898876,0.898618,0.891993,0.902087,0.905444,0.884194,0.000000,0.895678,0.906752,0.900439,0.916533,0.901116,0.908309,0.897168,0.710602,0.891074,0.904011,0.909823,0.902579,0.901116,0.883871,0.907738,0.743363,0.887387,0.903274,0.908683,0.904762,0.903130
AAL55416,0.839314,0.808157,0.798808,0.803661,0.903130,0.840062,0.845794,0.800298,0.804769,0.850969,0.612519,0.799679,0.798808,0.798808,0.798808,0.851794,0.847114,0.809240,0.812221,0.824590,0.909091,0.831595,0.792846,0.773960,0.822866,0.843505,0.782301,0.887737,0.838879,0.900149,0.897569,0.906110,0.894052,0.895678,0.900149,0.781787,0.850234,0.811094,0.813711,0.836800,0.837795,0.899635,0.805556,0.801788,0.817323,0.809955,0.803279,0.817187,0.817187,0.815625,0.806938,0.805430,0.905009,0.806938,0.901639,0.896861,0.818591,0.805097,0.794337,0.785928,0.894949,0.893116,0.812995,0.903904,0.812594,0.815201,0.797317,0.812221,0.849478,0.813711,0.801788,0.898917,0.833083,0.810730,0.907601,0.888679,0.910581,0.889085,0.910581,0.800298,0.902752,0.804217,0.906191,0.828054,0.847458,0.786885,0.799100,0.788110,0.856693,0.811094,0.809595,0.750000,0.798808,0.803279,0.745156,0.814465,0.026826,0.777049,0.800314,0.773246,0.789866,0.801788,0.772131,0.786477,0.839879,0.795853,0.603577,0.784219,0.804348,0.821162,0.850299,0.792453,0.783742,0.787009,0.792000,0.792937,0.745008,0.752328,0.781701,0.839046,0.823161,0.895678,0.000000,0.794212,0.609538,0.775281,0.787879,0.840537,0.059613,0.889717,0.826021,0.801788,0.790660,0.800298,0.787879,0.856452,0.849478,0.897345,0.905405,0.842027,0.847305,0.843517,0.837556
AAT46336,0.842444,0.749196,0.800643,0.745424,0.900322,0.799035,0.805466,0.807074,0.811897,0.787781,0.741158,0.106109,0.826367,0.824759,0.810289,0.836013,0.844051,0.813505,0.807074,0.800000,0.882637,0.786174,0.803859,0.779385,0.797101,0.808682,0.693805,0.887737,0.842382,0.882637,0.895833,0.893891,0.886617,0.905145,0.882637,0.704467,0.847267,0.807074,0.795820,0.819936,0.799035,0.897810,0.810289,0.826367,0.823151,0.754019,0.823151,0.826367,0.818328,0.826367,0.760450,0.757235,0.898100,0.762058,0.905145,0.893891,0.805466,0.824759,0.808682,0.757235,0.874747,0.896739,0.811897,0.895498,0.827974,0.810289,0.813505,0.808682,0.800643,0.813505,0.816720,0.902527,0.795820,0.811897,0.906752,0.903774,0.898714,0.883803,0.906752,0.800643,0.889908,0.770096,0.896811,0.789389,0.852542,0.757235,0.805466,0.755627,0.855305,0.816720,0.811897,0.441667,0.803859,0.815113,0.733119,0.827974,0.794212,0.439344,0.768489,0.492659,0.765273,0.811897,0.447541,0.674377,0.794212,0.580386,0.752412,0.120773,0.769231,0.816720,0.805466,0.760450,0.762058,0.469453,0.061093,0.028939,0.760450,0.735568,0.038585,0.790997,0.818328,0.906752,0.794212,0.000000,0.755627,0.107717,0.580386,0.790997,0.789389,0.887460,0.821543,0.805466,0.123994,0.795820,0.588424,0.856452,0.790997,0.892035,0.893891,0.790997,0.789389,0.790997,0.794212
AAF61212,0.867395,0.811178,0.837482,0.798669,0.914580,0.838509,0.842679,0.824305,0.837482,0.845238,0.375000,0.759615,0.833089,0.824305,0.828697,0.873635,0.865835,0.844802,0.824305,0.822951,0.901903,0.842496,0.836018,0.801085,0.821256,0.838811,0.782301,0.905009,0.844133,0.900439,0.897569,0.909224,0.899628,0.909224,0.897511,0.771478,0.876755,0.844078,0.828697,0.836800,0.842520,0.879562,0.841049,0.827233,0.847244,0.803922,0.824305,0.834375,0.831250,0.834375,0.800905,0.800905,0.889465,0.799397,0.901903,0.904335,0.848576,0.851574,0.837482,0.787425,0.874747,0.893116,0.838352,0.897898,0.853073,0.864583,0.836018,0.855051,0.837482,0.837482,0.840410,0.904332,0.846617,0.856515,0.896047,0.903774,0.906296,0.896127,0.900439,0.828697,0.899083,0.808735,0.906191,0.831071,0.872881,0.814056,0.839580,0.794207,0.861417,0.845577,0.851574,0.750000,0.830161,0.816984,0.780381,0.842767,0.645306,0.755738,0.805031,0.783034,0.818851,0.828697,0.750820,0.779359,0.845921,0.775120,0.251830,0.766506,0.797659,0.844802,0.847305,0.797170,0.806748,0.779456,0.750400,0.757624,0.741935,0.815642,0.759230,0.838946,0.841941,0.900439,0.609538,0.755627,0.000000,0.756019,0.784689,0.841874,0.614009,0.904832,0.845688,0.847731,0.755233,0.821376,0.781499,0.877419,0.840774,0.904425,0.896396,0.836310,0.836826,0.834821,0.840537
AAC58044,0.841091,0.739968,0.799358,0.762063,0.902087,0.794543,0.800963,0.805778,0.802568,0.794543,0.746388,0.075441,0.805778,0.810594,0.804173,0.849117,0.845907,0.804173,0.813804,0.795082,0.887640,0.796148,0.796148,0.777577,0.793881,0.804173,0.686726,0.877375,0.840630,0.882825,0.894097,0.898876,0.890335,0.903692,0.886035,0.711340,0.847512,0.802568,0.818620,0.807384,0.797753,0.897810,0.813804,0.810594,0.834671,0.756019,0.817014,0.828250,0.817014,0.823435,0.760835,0.759230,0.892919,0.762440,0.895666,0.886035,0.810594,0.821830,0.807384,0.752809,0.890909,0.894928,0.818620,0.897271,0.810594,0.807384,0.818620,0.807384,0.797753,0.808989,0.812199,0.900722,0.796148,0.810594,0.903692,0.907547,0.902087,0.882042,0.897271,0.813804,0.889908,0.770465,0.881801,0.786517,0.845763,0.751204,0.815409,0.760835,0.855538,0.815409,0.812199,0.440000,0.792937,0.817014,0.749599,0.831461,0.794543,0.427869,0.764045,0.492659,0.765650,0.813804,0.447541,0.677936,0.797753,0.585875,0.754414,0.103060,0.765886,0.818620,0.802568,0.757624,0.764045,0.475120,0.138042,0.107544,0.756019,0.744879,0.112360,0.791332,0.817014,0.916533,0.775281,0.107717,0.756019,0.000000,0.584270,0.791332,0.792937,0.892456,0.818620,0.808989,0.123994,0.797753,0.592295,0.846774,0.789727,0.892035,0.902087,0.791332,0.791332,0.791332,0.791332
