species,AVR53768__MG745682.1,AVR53760__MG745678.1,AVR53758__MG745677.1,AVR53746__MG745672.1,AVR53744__MG745671.1,AVR53742__MG745670.1,YP_009272913__KU950356,YP_009215301__KP729195,AII82250__KM017744.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AWV66970__MG693108.1,AWO81976__MG345036.1,AWO81967__MG345028.1,AWF28742__MF198246.1,AWB14639__MF416384.1,AWB14637__MF416383.1,AWB14590__MF175080.1,YP_009315890__KU321655,AAY45700__DQ000496.1,AUW64490__MG136722.1,AUQ23249__KY564173.1,AUO28605__KY511292.1,AUF34951__MG383448.1,AUF34940__MG383445.1,AUD40075__MF464269.1,AUD40071__MF464268.1,YP_009315908__KT878839,YP_009315886__KT878837,ATX68205__MF444157.1,ATX68201__MF362633.1,ATV81502__MF682927.1,ATV81500__MF682926.1,ATV81497__MF682925.1,ATV81491__MF682923.1,ATV81488__MF682922.1,ATJ03467__MF285607.1,ATI09457__MF593479.1,APC23176__KT961665.1,ATD50845__MF085373.1,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,AOX47681__KU321654.1,YP_009361877__KX981923,APC23164__KT961659.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55210__KU295527.1,ALT55209__KU295526.1,ALT55206__KU295523.1,ALT55196__KU295513.1,BAS32608__AB982223.1,AOL02446__KX583629.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACR15767__FJ973558.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGZ93685__KF792837.1,AGS15085__KF206166.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AEQ76796__JF504699.1,0.850610,0.847561,0.748476,0.821895,0.659810,0.484756,0.846037,0.826220,0.838415,0.829268,0.832317,0.839939,0.778963,0.787234,0.822884,0.716814,0.715035,0.817073,0.821646,0.841941,0.750422,0.850420,0.763955,0.863636,0.871951,0.833841,0.826758,0.852101,0.309231,0.863248,0.861538,0.769113,0.769817,0.812500,0.827744,0.831731,0.851794,0.808673,0.852080,0.847692,0.827744,0.835366,0.802444,0.816972,0.840630,0.820122,0.832317,0.829268,0.821646,0.848674,0.789634,0.847926,0.830793,0.853354,0.850234,0.851794,0.848674,0.833841,0.850234,0.853354,0.850234,0.854914,0.820122,0.750000,0.871560,0.827744,0.375786,0.622642,0.851794,0.835366,0.835404,0.830218,0.788321,0.833841,0.786585,0.766026,0.790816,0.827744,0.829268,0.855311,0.848674,0.854914,0.826220,0.822951,0.839939,0.882622,0.819646,0.834116,0.824096,0.761062,0.858034,0.833600,0.848819,0.848765,0.848819,0.437500,0.830793,0.837500,0.849085,0.841463,0.829268,0.786585,0.832317,0.839939,0.836890,0.824695,0.835366,0.833841,0.838415,0.756800,0.850234,0.832317,0.477134,0.594512,0.539634,0.859322,0.567073,0.830793,0.000000,0.866142,0.833841,0.738333,0.839939,0.827744,0.754573,0.852201,0.767213,0.763458,0.695122,0.827744,0.759016,0.758007,0.830793,0.760766,0.788110,0.758454,0.787625,0.835366,0.850610,0.327044,0.246933,0.766768,0.761600,0.763441,0.787709,0.788110,0.794207,0.841463,0.832317,0.755233,0.827744,0.866129,0.844512,0.713058,0.784810,0.811410,0.847561
AEP95278__JN202450.1,0.834646,0.822047,0.851969,0.836601,0.868671,0.858268,0.839370,0.864567,0.847244,0.828346,0.833071,0.837795,0.872441,0.849427,0.809449,0.837168,0.839161,0.834646,0.853543,0.844094,0.853288,0.351261,0.859649,0.875874,0.891339,0.840945,0.840480,0.361345,0.855118,0.350427,0.365812,0.862992,0.872441,0.842520,0.861417,0.844551,0.377953,0.857143,0.840945,0.836220,0.839370,0.847244,0.796334,0.860233,0.567426,0.842520,0.834646,0.842520,0.858268,0.357480,0.851969,0.847244,0.847244,0.352756,0.351181,0.349606,0.368504,0.806299,0.352756,0.349606,0.357480,0.349606,0.804724,0.856693,0.903937,0.829921,0.867717,0.944882,0.351181,0.833071,0.814173,0.814173,0.744526,0.850394,0.853543,0.857372,0.793367,0.839370,0.822047,0.324176,0.351181,0.346457,0.847244,0.803279,0.836220,0.896063,0.824477,0.806299,0.790361,0.837168,0.377953,0.820800,0.826772,0.839370,0.837795,0.864567,0.831496,0.833071,0.851969,0.842520,0.844094,0.872441,0.845669,0.850394,0.848819,0.842520,0.844094,0.831496,0.829921,0.857600,0.357480,0.847244,0.870866,0.899213,0.888189,0.338983,0.861417,0.833071,0.866142,0.000000,0.839370,0.848333,0.844094,0.842520,0.859843,0.840945,0.854098,0.854812,0.848819,0.851969,0.854098,0.827402,0.833071,0.854864,0.859843,0.856683,0.846154,0.845669,0.828346,0.859843,0.869291,0.861417,0.856000,0.862992,0.824953,0.856693,0.861417,0.845669,0.845669,0.856683,0.839370,0.369355,0.826772,0.847079,0.855335,0.844691,0.818898
AEO37417__JF429834.1,0.628186,0.802099,0.817091,0.774510,0.849684,0.834848,0.652174,0.670165,0.641679,0.616192,0.626687,0.653673,0.820242,0.829787,0.810345,0.794690,0.783217,0.632684,0.647676,0.638498,0.795953,0.835294,0.813397,0.681818,0.733133,0.605697,0.608919,0.836975,0.843077,0.839316,0.834188,0.811927,0.819820,0.637181,0.661169,0.626603,0.843994,0.627551,0.590139,0.635385,0.640180,0.644678,0.788187,0.667221,0.826620,0.647676,0.433283,0.433283,0.650675,0.834633,0.841079,0.626728,0.803598,0.843994,0.837754,0.842434,0.840874,0.819423,0.842434,0.837754,0.842434,0.834633,0.821589,0.805556,0.900612,0.194903,0.825472,0.916667,0.843994,0.685157,0.804348,0.816199,0.755474,0.623688,0.832084,0.820513,0.750000,0.616192,0.625187,0.831502,0.837754,0.837754,0.628186,0.809836,0.625187,0.895052,0.821256,0.809077,0.797590,0.815929,0.840874,0.796800,0.793701,0.617284,0.626772,0.838612,0.631184,0.620313,0.109445,0.172414,0.193403,0.833583,0.631184,0.118441,0.092954,0.089955,0.184408,0.825564,0.638681,0.819200,0.834633,0.638681,0.838855,0.868778,0.864253,0.840678,0.853073,0.212894,0.833841,0.839370,0.000000,0.805000,0.628186,0.632684,0.797601,0.633648,0.809836,0.812398,0.836582,0.656672,0.814754,0.807829,0.818731,0.810207,0.847076,0.808374,0.824415,0.805097,0.817091,0.820755,0.832822,0.812689,0.801600,0.834101,0.797020,0.809595,0.851574,0.649017,0.644678,0.814815,0.673163,0.846774,0.806597,0.805842,0.801085,0.797147,0.809595
AEM37643__JN420372.1,0.803333,0.800000,0.601667,0.803333,0.776667,0.743333,0.795000,0.801667,0.800000,0.803333,0.803333,0.798333,0.745000,0.760000,0.800000,0.518584,0.524476,0.811667,0.793333,0.803333,0.758853,0.831933,0.560000,0.835664,0.850000,0.810000,0.806175,0.835294,0.748333,0.847863,0.859829,0.486667,0.521667,0.806667,0.803333,0.805000,0.840000,0.798469,0.816667,0.816667,0.806667,0.790000,0.773931,0.810000,0.831874,0.801667,0.786667,0.796667,0.801667,0.831667,0.745000,0.805000,0.816667,0.840000,0.830000,0.846667,0.840000,0.806667,0.836667,0.833333,0.833333,0.845000,0.798333,0.536667,0.880000,0.800000,0.750000,0.871667,0.836667,0.791667,0.801667,0.810000,0.773723,0.815000,0.740000,0.451667,0.727041,0.803333,0.785000,0.840659,0.843333,0.848333,0.793333,0.793333,0.791667,0.873333,0.803333,0.806667,0.819277,0.700885,0.835000,0.786667,0.806667,0.805000,0.816667,0.751667,0.806667,0.816667,0.815000,0.810000,0.810000,0.740000,0.801667,0.808333,0.813333,0.806667,0.805000,0.796667,0.803333,0.740000,0.835000,0.798333,0.761667,0.806667,0.785000,0.840678,0.746667,0.796667,0.738333,0.848333,0.805000,0.000000,0.790000,0.791667,0.703333,0.818333,0.398333,0.500000,0.750000,0.801667,0.385000,0.692171,0.803333,0.560000,0.753333,0.451667,0.770903,0.820000,0.798333,0.745000,0.751667,0.528333,0.478333,0.763333,0.750466,0.750000,0.750000,0.800000,0.800000,0.453333,0.788333,0.840000,0.801667,0.713058,0.763110,0.798333,0.800000
AEM37606__JN420365.1,0.615051,0.827381,0.810321,0.789216,0.848101,0.831818,0.533666,0.612813,0.532663,0.554307,0.529015,0.639735,0.824773,0.805237,0.821317,0.815929,0.816434,0.614286,0.582090,0.572770,0.789207,0.840336,0.810207,0.688811,0.693657,0.544767,0.559177,0.836975,0.832308,0.832479,0.841026,0.816514,0.827327,0.593947,0.600587,0.532051,0.840874,0.492347,0.516179,0.586154,0.609726,0.697007,0.790224,0.522463,0.842382,0.700748,0.633381,0.670440,0.619701,0.840874,0.834055,0.543779,0.814121,0.823713,0.829953,0.828393,0.837754,0.828528,0.834633,0.834633,0.836193,0.836193,0.835067,0.811728,0.892966,0.611694,0.845912,0.944969,0.829953,0.711970,0.821429,0.813084,0.770073,0.568123,0.827381,0.791667,0.757653,0.549075,0.565272,0.827839,0.831513,0.831513,0.641161,0.811475,0.363874,0.876672,0.824477,0.807512,0.783133,0.803540,0.828393,0.816000,0.823622,0.325617,0.574803,0.829563,0.631443,0.585938,0.620690,0.613193,0.668329,0.823353,0.510665,0.635682,0.630952,0.670823,0.642061,0.819549,0.654167,0.809600,0.837754,0.529925,0.825301,0.879336,0.849170,0.838983,0.832370,0.613193,0.839939,0.844094,0.628186,0.790000,0.000000,0.344262,0.797468,0.567610,0.803279,0.799347,0.815906,0.625935,0.786885,0.800712,0.806647,0.808612,0.825328,0.814815,0.799331,0.815562,0.818862,0.831761,0.837423,0.818731,0.812800,0.812596,0.802607,0.798808,0.830161,0.579425,0.484496,0.801932,0.716958,0.843548,0.816964,0.817869,0.819168,0.793978,0.821162
AEM37593__JN420361.1,0.625181,0.809524,0.807531,0.782680,0.843354,0.833333,0.546028,0.628134,0.511980,0.538462,0.546559,0.622517,0.817221,0.803601,0.826019,0.792920,0.784965,0.611688,0.609227,0.585290,0.801012,0.836975,0.813397,0.694056,0.700405,0.533417,0.579760,0.831933,0.824615,0.851282,0.849573,0.801223,0.821321,0.615385,0.600587,0.543269,0.843994,0.494898,0.520801,0.596923,0.630517,0.702396,0.767821,0.509151,0.824869,0.702396,0.659058,0.686003,0.629256,0.837754,0.816739,0.557604,0.804035,0.839314,0.843994,0.845554,0.845554,0.822458,0.843994,0.837754,0.836193,0.839314,0.833581,0.813272,0.899083,0.644678,0.836478,0.930818,0.840874,0.697352,0.813665,0.814642,0.784672,0.575835,0.818452,0.810897,0.767857,0.578947,0.550063,0.835165,0.843994,0.828393,0.639842,0.795082,0.390052,0.869242,0.821256,0.805947,0.797590,0.808850,0.836193,0.804800,0.807874,0.353395,0.584252,0.811463,0.635309,0.590625,0.640180,0.640180,0.687264,0.821856,0.514502,0.656672,0.639881,0.682219,0.662953,0.822556,0.666667,0.817600,0.843994,0.522068,0.819277,0.873303,0.829563,0.845763,0.836705,0.635682,0.827744,0.842520,0.632684,0.791667,0.344262,0.000000,0.810127,0.573899,0.804918,0.787928,0.837997,0.636822,0.793443,0.790036,0.809668,0.813397,0.819505,0.818035,0.806020,0.801153,0.814371,0.825472,0.826687,0.818731,0.811200,0.798771,0.808194,0.803279,0.816984,0.603631,0.501292,0.808374,0.711223,0.850000,0.808036,0.819588,0.815552,0.797147,0.807750
ACT09660__GQ200736.1,0.829233,0.830357,0.758087,0.810458,0.776899,0.771212,0.811533,0.808720,0.808720,0.822785,0.808720,0.819972,0.787009,0.787234,0.829154,0.716814,0.708042,0.821378,0.811533,0.813772,0.770658,0.860504,0.751196,0.830420,0.864979,0.805907,0.794168,0.857143,0.756923,0.852991,0.868376,0.755352,0.752252,0.812940,0.814978,0.809295,0.853354,0.757653,0.804314,0.818462,0.807314,0.812940,0.775967,0.790349,0.851138,0.808720,0.818830,0.810127,0.810127,0.856474,0.776335,0.823349,0.829971,0.848674,0.854914,0.861154,0.865835,0.839150,0.850234,0.853354,0.854914,0.851794,0.839525,0.751543,0.873089,0.793103,0.759434,0.874214,0.858034,0.798875,0.841615,0.842679,0.799270,0.800281,0.766369,0.748397,0.780612,0.819346,0.811533,0.847985,0.858034,0.848674,0.828411,0.819672,0.810127,0.876672,0.824477,0.840376,0.865060,0.768142,0.851794,0.819200,0.829921,0.808642,0.818898,0.745098,0.811533,0.807813,0.803598,0.785607,0.805907,0.738024,0.807314,0.806597,0.811012,0.801688,0.808720,0.842105,0.828411,0.742400,0.850234,0.815752,0.748494,0.820513,0.781297,0.862712,0.758671,0.794603,0.754573,0.859843,0.797601,0.703333,0.797468,0.810127,0.000000,0.817610,0.736066,0.716150,0.786451,0.825598,0.734426,0.775801,0.829305,0.762360,0.777293,0.737520,0.789298,0.828530,0.841317,0.748428,0.762270,0.752266,0.726400,0.714286,0.776536,0.745156,0.780381,0.819970,0.811533,0.739130,0.805907,0.866129,0.834821,0.752577,0.783002,0.824089,0.834575
ADP36995__HQ223038.1,0.242138,0.814465,0.828616,0.794118,0.865506,0.855346,0.594340,0.632075,0.588050,0.545597,0.581761,0.588050,0.842767,0.823241,0.820755,0.805310,0.811189,0.474843,0.630503,0.610063,0.816189,0.831933,0.826156,0.713287,0.707547,0.515723,0.262436,0.818487,0.838050,0.832479,0.837607,0.816038,0.830189,0.566038,0.650943,0.605769,0.834906,0.581633,0.522013,0.256289,0.603774,0.679245,0.800407,0.608985,0.828371,0.685535,0.627358,0.632075,0.625786,0.838050,0.836478,0.613208,0.812893,0.834906,0.836478,0.839623,0.839623,0.823899,0.836478,0.830189,0.831761,0.842767,0.834906,0.816038,0.896226,0.625786,0.853774,0.943396,0.833333,0.690252,0.820755,0.827044,0.770073,0.542453,0.844340,0.826923,0.770408,0.567610,0.540881,0.822344,0.833333,0.838050,0.482704,0.816393,0.577044,0.894654,0.830918,0.822327,0.795181,0.810619,0.842767,0.820800,0.817323,0.577044,0.193701,0.838050,0.614780,0.622642,0.641509,0.630503,0.627358,0.823899,0.600629,0.652516,0.632075,0.641509,0.632075,0.833333,0.638365,0.832000,0.839623,0.588050,0.845912,0.880503,0.863208,0.833898,0.853774,0.635220,0.852201,0.840945,0.633648,0.818333,0.567610,0.573899,0.817610,0.000000,0.819672,0.817292,0.844340,0.617925,0.814754,0.800712,0.811321,0.827751,0.839623,0.832528,0.822742,0.806604,0.817610,0.844340,0.842767,0.830189,0.832000,0.834906,0.802607,0.814465,0.842767,0.616352,0.577044,0.826087,0.680818,0.843548,0.798742,0.809278,0.830018,0.800317,0.814465
AAD13755__AF085716.1,0.808197,0.793443,0.603279,0.796721,0.791803,0.754098,0.796721,0.803279,0.806557,0.800000,0.795082,0.803279,0.726230,0.731148,0.806557,0.509735,0.503497,0.801639,0.808197,0.809836,0.763912,0.843697,0.529508,0.828671,0.852459,0.804918,0.818182,0.845378,0.757377,0.847863,0.851282,0.437705,0.526230,0.801639,0.808197,0.813115,0.840984,0.798469,0.827869,0.818033,0.806557,0.809836,0.780041,0.821963,0.823117,0.804918,0.796721,0.800000,0.803279,0.840984,0.740984,0.816393,0.809836,0.836066,0.840984,0.844262,0.844262,0.814754,0.832787,0.836066,0.840984,0.845902,0.804918,0.532787,0.883607,0.808197,0.757377,0.880328,0.840984,0.796721,0.809836,0.809836,0.791971,0.814754,0.749180,0.437705,0.742347,0.818033,0.804918,0.853480,0.837705,0.840984,0.809836,0.796721,0.804918,0.877049,0.806557,0.809836,0.828916,0.692035,0.837705,0.796721,0.795082,0.813115,0.822951,0.745902,0.806557,0.808197,0.813115,0.809836,0.801639,0.749180,0.803279,0.809836,0.813115,0.808197,0.808197,0.793443,0.809836,0.740984,0.840984,0.809836,0.752459,0.811475,0.778689,0.847458,0.754098,0.804918,0.767213,0.854098,0.809836,0.398333,0.803279,0.804918,0.736066,0.819672,0.000000,0.511475,0.762295,0.806557,0.101639,0.681495,0.793443,0.536066,0.759016,0.437705,0.730769,0.814754,0.791803,0.755738,0.759016,0.531148,0.450820,0.763934,0.770950,0.777049,0.755738,0.811475,0.803279,0.445902,0.804918,0.845902,0.791803,0.699313,0.773960,0.806557,0.793443
ADD17085__GU226971.1,0.809135,0.810767,0.603589,0.789216,0.784666,0.743883,0.789560,0.799347,0.800979,0.809135,0.800979,0.805873,0.721044,0.752864,0.809135,0.500885,0.534965,0.802610,0.794454,0.815661,0.768971,0.845378,0.590538,0.837413,0.853181,0.812398,0.819897,0.843697,0.755302,0.837607,0.847863,0.466558,0.522023,0.809135,0.807504,0.818923,0.838499,0.775510,0.812398,0.817292,0.799347,0.812398,0.792261,0.803661,0.833625,0.812398,0.809135,0.800979,0.800979,0.833605,0.760196,0.797716,0.804241,0.838499,0.840131,0.840131,0.845024,0.799347,0.827080,0.835237,0.838499,0.835237,0.802610,0.557912,0.885808,0.818923,0.760196,0.882545,0.835237,0.800979,0.809135,0.812398,0.777372,0.800979,0.752039,0.487765,0.734694,0.800979,0.797716,0.835165,0.841762,0.833605,0.799347,0.800000,0.799347,0.884176,0.800979,0.812398,0.812048,0.695575,0.835237,0.800979,0.807504,0.810767,0.831974,0.753670,0.797716,0.807504,0.822186,0.817292,0.812398,0.742251,0.787928,0.810767,0.809135,0.812398,0.822186,0.807504,0.797716,0.732463,0.833605,0.805873,0.753670,0.809135,0.778140,0.844068,0.748777,0.814029,0.763458,0.854812,0.812398,0.500000,0.799347,0.787928,0.716150,0.817292,0.511475,0.000000,0.765090,0.812398,0.518033,0.688612,0.802610,0.597064,0.755302,0.499184,0.752508,0.807504,0.802610,0.745514,0.758564,0.575856,0.500816,0.753670,0.770950,0.773246,0.783034,0.827080,0.797716,0.499184,0.791191,0.848287,0.805873,0.721649,0.784810,0.802610,0.797716
ADF32027__GU938300.1,0.857143,0.852679,0.756996,0.799020,0.667722,0.684848,0.836524,0.826215,0.827688,0.826215,0.837997,0.837997,0.744713,0.792144,0.841693,0.746903,0.748252,0.817378,0.830633,0.838811,0.780776,0.855462,0.749601,0.851399,0.879234,0.832106,0.823328,0.848739,0.703077,0.863248,0.854701,0.776758,0.779279,0.826215,0.826215,0.830128,0.850234,0.793367,0.850539,0.850769,0.824742,0.839470,0.810591,0.828619,0.854641,0.839470,0.839470,0.832106,0.832106,0.848674,0.795287,0.840246,0.818851,0.861154,0.850234,0.854914,0.851794,0.843703,0.854914,0.862715,0.851794,0.854914,0.830609,0.763889,0.877676,0.833583,0.694969,0.838050,0.861154,0.836524,0.847826,0.845794,0.817518,0.837997,0.794643,0.770833,0.788265,0.829161,0.833579,0.849817,0.853354,0.856474,0.815906,0.839344,0.833579,0.882615,0.845411,0.846635,0.840964,0.769912,0.858034,0.838400,0.844094,0.845679,0.847244,0.696833,0.832106,0.840625,0.842579,0.839580,0.821797,0.790419,0.830633,0.836582,0.837798,0.832106,0.833579,0.848120,0.848306,0.744000,0.853354,0.821797,0.709337,0.767722,0.748115,0.857627,0.711340,0.833583,0.695122,0.848819,0.836582,0.750000,0.815906,0.837997,0.786451,0.844340,0.762295,0.765090,0.000000,0.839470,0.775410,0.779359,0.842900,0.754386,0.802651,0.771337,0.787625,0.821797,0.850299,0.676101,0.697853,0.783988,0.769600,0.752688,0.780261,0.789866,0.818851,0.844175,0.842415,0.772947,0.821797,0.862903,0.834821,0.761168,0.826401,0.803487,0.840537
ADK34009__HM145750.1,0.664255,0.811012,0.822873,0.772876,0.846519,0.834848,0.656716,0.664345,0.645729,0.632959,0.614035,0.672848,0.821752,0.815057,0.826019,0.801770,0.802448,0.662338,0.639077,0.079812,0.822934,0.845378,0.803828,0.468531,0.222672,0.640605,0.624357,0.835294,0.836923,0.844444,0.835897,0.816514,0.825826,0.662043,0.649046,0.607372,0.851794,0.561224,0.591680,0.618462,0.671642,0.684080,0.794297,0.617304,0.826620,0.685323,0.649073,0.676730,0.670398,0.839314,0.815296,0.615975,0.806916,0.836193,0.834633,0.843994,0.842434,0.842185,0.845554,0.831513,0.848674,0.843994,0.836553,0.811728,0.903670,0.650675,0.831761,0.924528,0.840874,0.680348,0.829193,0.822430,0.770073,0.652956,0.815476,0.806090,0.780612,0.651494,0.651458,0.836996,0.842434,0.839314,0.641161,0.822951,0.626963,0.893016,0.818035,0.826291,0.800000,0.789381,0.842434,0.817600,0.823622,0.589506,0.625197,0.832579,0.284794,0.242188,0.647676,0.647676,0.687811,0.817365,0.641154,0.670165,0.656250,0.699875,0.682451,0.827068,0.636111,0.806400,0.839314,0.672886,0.832831,0.883861,0.853695,0.840678,0.838150,0.659670,0.827744,0.851969,0.656672,0.801667,0.625935,0.636822,0.825598,0.617925,0.806557,0.812398,0.839470,0.000000,0.800000,0.802491,0.806647,0.813397,0.822416,0.806763,0.806020,0.806916,0.823353,0.823899,0.831288,0.820242,0.820800,0.820276,0.815642,0.801788,0.828697,0.116490,0.635659,0.805153,0.705224,0.848387,0.809524,0.798969,0.822785,0.792393,0.813711
AAR26464__AY388617.1,0.804918,0.793443,0.598361,0.793443,0.791803,0.757377,0.803279,0.806557,0.791803,0.793443,0.793443,0.788525,0.729508,0.731148,0.808197,0.518584,0.515734,0.803279,0.801639,0.813115,0.768971,0.845378,0.554098,0.835664,0.850820,0.808197,0.813036,0.842017,0.760656,0.842735,0.852991,0.457377,0.537705,0.804918,0.800000,0.814754,0.839344,0.783163,0.826230,0.811475,0.804918,0.814754,0.782077,0.818636,0.824869,0.813115,0.795082,0.793443,0.803279,0.836066,0.737705,0.819672,0.821311,0.832787,0.839344,0.837705,0.844262,0.821311,0.834426,0.834426,0.842623,0.842623,0.801639,0.536066,0.877049,0.808197,0.757377,0.883607,0.836066,0.793443,0.808197,0.811475,0.781022,0.814754,0.744262,0.454098,0.742347,0.811475,0.798361,0.846154,0.840984,0.834426,0.808197,0.813115,0.806557,0.875410,0.809836,0.811475,0.836145,0.693805,0.836066,0.803279,0.801639,0.814754,0.814754,0.747541,0.801639,0.798361,0.811475,0.818033,0.804918,0.757377,0.808197,0.811475,0.819672,0.819672,0.811475,0.801639,0.808197,0.745902,0.844262,0.800000,0.752459,0.803279,0.780328,0.849153,0.757377,0.801639,0.759016,0.854098,0.814754,0.385000,0.786885,0.793443,0.734426,0.814754,0.101639,0.518033,0.775410,0.800000,0.000000,0.674377,0.803279,0.542623,0.740984,0.440984,0.729097,0.826230,0.800000,0.752459,0.762295,0.534426,0.459016,0.765574,0.772812,0.772131,0.750820,0.806557,0.801639,0.450820,0.801639,0.847541,0.795082,0.692440,0.779385,0.801639,0.798361
AAR07954__AY349010.1,0.800712,0.809609,0.704626,0.811388,0.795374,0.761566,0.798932,0.800712,0.811388,0.793594,0.800712,0.797153,0.761566,0.749110,0.798932,0.672598,0.681495,0.788256,0.800712,0.800712,0.782918,0.838078,0.702847,0.848754,0.861210,0.795374,0.797153,0.836299,0.765125,0.850534,0.845196,0.686833,0.686833,0.800712,0.816726,0.804270,0.830961,0.788265,0.795374,0.813167,0.813167,0.782918,0.800407,0.809609,0.834520,0.781139,0.804270,0.804270,0.804270,0.843416,0.766904,0.797153,0.804270,0.832740,0.832740,0.834520,0.846975,0.811388,0.829181,0.836299,0.838078,0.841637,0.813167,0.656584,0.868327,0.804270,0.763345,0.889680,0.827402,0.802491,0.813167,0.802491,0.784672,0.786477,0.752669,0.672598,0.772959,0.811388,0.791815,0.853480,0.829181,0.836299,0.811388,0.806050,0.795374,0.880783,0.798932,0.800712,0.812048,0.450178,0.830961,0.804270,0.800712,0.797153,0.806050,0.750890,0.802491,0.800712,0.813167,0.814947,0.804270,0.798932,0.797153,0.807829,0.809609,0.814947,0.809609,0.814947,0.786477,0.745552,0.839858,0.786477,0.761566,0.822064,0.774021,0.843416,0.774021,0.804270,0.758007,0.827402,0.807829,0.692171,0.800712,0.790036,0.775801,0.800712,0.681495,0.688612,0.779359,0.802491,0.674377,0.000000,0.802491,0.693950,0.765125,0.660142,0.758007,0.809609,0.797153,0.765125,0.763345,0.670819,0.681495,0.775801,0.798883,0.786477,0.779359,0.797153,0.781139,0.667260,0.807829,0.843416,0.814947,0.745552,0.801085,0.784698,0.811388
